"station_number","date","SO2","H2S","FN","NO","CO","pm10","pm25","NO2","C7H8","C8H10","C6H6"
"NL49551",2020-01-12 12:00:00,2.7,1.4,0.28,1.1,142.4,NA,5,5.9,NA,NA,NA
"NL49551",2020-01-12 11:00:00,3.5,0.9,0.34,0.9,150.8,NA,6.7,8,NA,NA,NA
"NL49551",2020-01-12 10:00:00,3.4,0.8,0.42,1.3,164,NA,10.2,9.9,NA,NA,NA
"NL49551",2020-01-12 09:00:00,2.7,1.4,0.5,1.1,160.8,NA,8.7,8.6,NA,NA,NA
"NL49551",2020-01-12 08:00:00,2.5,1.3,0.45,0.7,150.8,NA,5.3,6.9,NA,NA,NA
"NL49551",2020-01-12 07:00:00,2.8,1.4,0.38,0.4,147.3,NA,5.7,6.2,NA,NA,NA
"NL49551",2020-01-12 06:00:00,2.4,1.4,0.39,0.4,143.2,NA,7.8,5.9,NA,NA,NA
"NL49551",2020-01-12 05:00:00,2.7,1.2,0.39,0.6,149.7,NA,10.4,5.8,NA,NA,NA
"NL49551",2020-01-12 04:00:00,3.5,1.3,0.43,0.4,153.6,NA,10.6,7.9,NA,NA,NA
"NL49551",2020-01-12 03:00:00,2.9,1,0.48,0.6,146.8,NA,10.1,8.1,NA,NA,NA
"NL49551",2020-01-12 02:00:00,3.5,1.5,0.5,0.3,148.9,NA,8.4,7.4,NA,NA,NA
"NL49551",2020-01-12 01:00:00,3.1,1.3,0.51,0.4,155.7,NA,8.6,7.5,NA,NA,NA
"NL49551",2020-01-12 00:00:00,3.5,1.3,0.52,0.6,164.2,NA,10.3,8.3,NA,NA,NA
"NL49551",2020-01-11 23:00:00,2.8,1.5,0.52,0.7,153.1,NA,7.8,8.5,NA,NA,NA
"NL49551",2020-01-11 22:00:00,3,1.2,0.52,0.4,154.2,NA,9,8,NA,NA,NA
"NL49551",2020-01-11 21:00:00,3.5,1.3,0.57,0.7,155.9,NA,10.8,9.1,NA,NA,NA
"NL49551",2020-01-11 20:00:00,3,1.2,0.57,0.6,157.3,NA,8.9,10.5,NA,NA,NA
"NL49551",2020-01-11 19:00:00,3.3,1.5,0.55,0.7,163.1,NA,5.7,13.1,NA,NA,NA
"NL49551",2020-01-11 18:00:00,3.8,0.8,0.46,0.7,164.6,NA,3.4,12.1,NA,NA,NA
"NL49551",2020-01-11 17:00:00,2.8,1.5,0.48,0.7,165.6,NA,2.2,13.9,NA,NA,NA
"NL49551",2020-01-11 16:00:00,3,1.4,0.45,0.9,163,NA,5.4,13.5,NA,NA,NA
"NL49551",2020-01-11 15:00:00,3.4,1.5,0.45,1.2,165.8,NA,8.9,13.3,NA,NA,NA
"NL49551",2020-01-11 14:00:00,3.3,1.5,0.46,1.7,167.4,NA,NA,13.8,NA,NA,NA
"NL49551",2020-01-11 13:00:00,3.6,1.5,0.44,2,175.4,NA,5.3,13.6,NA,NA,NA
"NL49551",2020-01-11 12:00:00,4.1,1.4,0.44,2.7,163.5,NA,8.3,13.9,NA,NA,NA
"NL49551",2020-01-11 11:00:00,4.7,1.3,0.41,2.7,175.4,NA,8.3,16,NA,NA,NA
"NL49551",2020-01-11 10:00:00,3.8,1.3,0.48,2.4,169.7,NA,10.6,19.1,NA,NA,NA
"NL49551",2020-01-11 09:00:00,1.9,2.1,0.47,1.5,163.5,NA,9.7,18.1,NA,NA,NA
"NL49551",2020-01-11 08:00:00,3.5,1.3,0.33,1,140.7,NA,4.6,13.5,NA,NA,NA
"NL49551",2020-01-11 07:00:00,3.3,1.5,0.35,1,138.3,NA,6.7,14,NA,NA,NA
"NL49551",2020-01-11 06:00:00,3.1,1.4,0.34,0.7,145.8,NA,6.3,12.8,NA,NA,NA
"NL49551",2020-01-11 05:00:00,2.7,1.4,0.37,0.6,158.7,NA,2.2,11.3,NA,NA,NA
"NL49551",2020-01-11 04:00:00,3,1,0.27,0.4,142.9,NA,0.4,7.2,NA,NA,NA
"NL49551",2020-01-11 03:00:00,2.9,1.1,0.15,0.5,105.2,NA,0.7,4.5,NA,NA,NA
"NL49551",2020-01-11 02:00:00,2.7,1.4,0.16,0.4,103.1,NA,1.8,5.7,NA,NA,NA
"NL49551",2020-01-11 01:00:00,3,1,0.25,0.7,114.4,NA,5.6,7.7,NA,NA,NA
"NL49551",2020-01-11 00:00:00,3.2,0.9,0.94,1.6,154.9,NA,9,24.7,NA,NA,NA
"NL49551",2020-01-10 23:00:00,3,0.9,0.89,2,155.6,NA,3.5,25.5,NA,NA,NA
"NL49551",2020-01-10 22:00:00,3.2,1,0.55,1,186.6,NA,2.7,18,NA,NA,NA
"NL49551",2020-01-10 21:00:00,3.5,1.2,1.38,2.1,328.1,NA,7,33.7,NA,NA,NA
"NL49551",2020-01-10 20:00:00,3.5,0.9,0.51,1.9,165.7,NA,3.4,16.7,NA,NA,NA
"NL49551",2020-01-10 19:00:00,3.9,1.1,0.36,3.7,163.1,NA,2.9,14.4,NA,NA,NA
"NL49551",2020-01-10 18:00:00,7.6,0.9,0.61,6.2,154.4,NA,NA,15.9,NA,NA,NA
"NL49551",2020-01-10 17:00:00,10.9,2.6,0.44,9,178.9,NA,9.9,31.4,NA,NA,NA
"NL49551",2020-01-10 16:00:00,13,6.5,0.81,15,374.6,NA,7.4,36.7,NA,NA,NA
"NL49551",2020-01-10 15:00:00,12.5,7.1,0.62,9.7,177.4,NA,7.6,21.8,NA,NA,NA
"NL49551",2020-01-10 14:00:00,23.3,4.2,0.84,33.3,641.3,NA,11.2,40.4,NA,NA,NA
"NL49551",2020-01-10 13:00:00,32.9,6.2,1.22,40.3,930.9,NA,12.7,43.9,NA,NA,NA
"NL49551",2020-01-10 12:00:00,NA,NA,1.18,46.8,1327.2,NA,14.4,52.9,NA,NA,NA
"NL49551",2020-01-10 11:00:00,38.4,3.1,1.43,40.4,1192.5,NA,NA,44.5,NA,NA,NA
"NL49551",2020-01-10 10:00:00,30.6,4.6,1.35,53.2,1170.4,NA,10.7,54,NA,NA,NA
"NL49551",2020-01-10 09:00:00,21.6,4.3,1.08,76.6,705.1,NA,3.8,63.4,NA,NA,NA
"NL49551",2020-01-10 08:00:00,6.6,5.1,0.36,13.3,222.1,NA,NA,24.5,NA,NA,NA
"NL49551",2020-01-10 07:00:00,1.5,1.9,0.19,4.8,163.4,NA,-3.9,16.1,NA,NA,NA
"NL49551",2020-01-10 06:00:00,2.7,0.9,0.3,1.3,159.9,NA,0.2,16.5,NA,NA,NA
"NL49551",2020-01-10 05:00:00,2.4,1.5,0.39,0.8,152.1,NA,2.9,18.1,NA,NA,NA
"NL49551",2020-01-10 04:00:00,1.9,1.3,0.43,0.2,138.3,NA,8.4,19.6,NA,NA,NA
"NL49551",2020-01-10 03:00:00,2.2,1.1,0.22,0.1,133.8,NA,9.6,14.4,NA,NA,NA
"NL49551",2020-01-10 02:00:00,2.9,0.9,0.18,0,121.3,NA,8.3,10.4,NA,NA,NA
"NL49551",2020-01-10 01:00:00,2.4,1.2,0.17,-0.1,127.8,NA,5.7,6.8,NA,NA,NA
"NL49551",2020-01-10 00:00:00,2.3,1.3,0.2,0,132.3,NA,2.4,6.8,NA,NA,NA
"NL49551",2020-01-09 23:00:00,2.5,1.3,0.62,0.2,183.2,NA,5.1,12.4,NA,NA,NA
"NL49551",2020-01-09 22:00:00,2.8,1.3,0.48,0.4,186.4,NA,6.9,12,NA,NA,NA
"NL49551",2020-01-09 21:00:00,2.1,1.6,0.56,0.3,192.6,NA,4.7,15.2,NA,NA,NA
"NL49551",2020-01-09 20:00:00,2.1,1.5,0.47,0.5,183.5,NA,5.4,13.9,NA,NA,NA
"NL49551",2020-01-09 19:00:00,2.7,1.1,0.47,0.7,178.9,NA,6.1,15,NA,NA,NA
"NL49551",2020-01-09 18:00:00,2.4,1.4,0.52,1,183.5,NA,3.9,16.6,NA,NA,NA
"NL49551",2020-01-09 17:00:00,2.5,1.3,0.59,1.3,188.8,NA,2.2,20.6,NA,NA,NA
"NL49551",2020-01-09 16:00:00,2.4,1.3,0.43,1.4,174.1,NA,1.1,14.7,NA,NA,NA
"NL49551",2020-01-09 15:00:00,2.8,1.1,0.38,1.3,168.3,NA,2.8,13.7,NA,NA,NA
"NL49551",2020-01-09 14:00:00,2.3,1.2,0.48,1.2,167.2,NA,4.1,14.4,NA,NA,NA
"NL49551",2020-01-09 13:00:00,2.5,1.2,0.44,1.6,168.5,NA,4.9,14.4,NA,NA,NA
"NL49551",2020-01-09 12:00:00,2.3,1.1,0.38,1.5,159.4,NA,5.4,12.8,NA,NA,NA
"NL49551",2020-01-09 11:00:00,2.6,1.3,0.32,1.4,166,NA,4.3,11.3,NA,NA,NA
"NL49551",2020-01-09 10:00:00,2.6,1.1,0.35,1.6,177.5,NA,4.2,11.4,NA,NA,NA
"NL49551",2020-01-09 09:00:00,2.1,1.4,0.37,1.1,188,NA,3.9,11.2,NA,NA,NA
"NL49551",2020-01-09 08:00:00,3.1,1.3,0.41,1.7,199.1,NA,4.1,13.1,NA,NA,NA
"NL49551",2020-01-09 07:00:00,1.7,2,0.39,1.2,190,NA,7.9,11.3,NA,NA,NA
"NL49551",2020-01-09 06:00:00,3.3,0.9,0.4,1.1,201.2,NA,10.7,11.9,NA,NA,NA
"NL49551",2020-01-09 05:00:00,2.4,1.6,0.53,0.6,195.6,NA,16.9,14.8,NA,NA,NA
"NL49551",2020-01-09 04:00:00,3,1.5,0.68,0.6,211.3,NA,17,21.3,NA,NA,NA
"NL49551",2020-01-09 03:00:00,2.1,1.7,0.74,0.4,200.1,NA,11.8,25.7,NA,NA,NA
"NL49551",2020-01-09 02:00:00,2.1,1.4,0.9,1.3,195.5,NA,17.5,44.3,NA,NA,NA
"NL49551",2020-01-09 01:00:00,2.1,1.8,0.66,0.6,172.1,NA,2.3,32.9,NA,NA,NA
"NL49551",2020-01-09 00:00:00,1.7,1.6,0.52,0.5,144.9,NA,8,32.8,NA,NA,NA
"NL49551",2020-01-08 23:00:00,2.6,1.3,0.56,1,154.7,NA,5,32.7,NA,NA,NA
"NL49551",2020-01-08 22:00:00,2,1.5,0.61,2,167.3,NA,0.7,33.2,NA,NA,NA
"NL49551",2020-01-08 21:00:00,2.4,1,0.73,2.8,159.1,NA,4.9,46.5,NA,NA,NA
"NL49551",2020-01-08 20:00:00,2.5,1.7,0.66,3.3,140.5,NA,9,52,NA,NA,NA
"NL49551",2020-01-08 19:00:00,2.5,1.2,0.59,3.1,139.9,NA,8.1,52.4,NA,NA,NA
"NL49551",2020-01-08 18:00:00,2.5,1.4,0.52,2.7,150.3,NA,6.9,43.7,NA,NA,NA
"NL49551",2020-01-08 17:00:00,3,1.2,0.79,5.6,171.4,NA,8.9,45.1,NA,NA,NA
"NL49551",2020-01-08 16:00:00,3.7,1.3,0.95,6.7,172.9,NA,7.5,39.5,NA,NA,NA
"NL49551",2020-01-08 15:00:00,3.7,0.7,0.83,10,146.7,NA,6.8,42.8,NA,NA,NA
"NL49551",2020-01-08 14:00:00,3,1.1,1.07,7.7,143.7,NA,6.5,37.3,NA,NA,NA
"NL49551",2020-01-08 13:00:00,2.6,0.9,0.33,2.5,127.1,NA,9.2,22,NA,NA,NA
"NL49551",2020-01-08 12:00:00,2.8,1.2,0.27,2.2,119.6,NA,7.6,17.2,NA,NA,NA
"NL49551",2020-01-08 11:00:00,2.5,1,0.28,2.7,113.2,NA,3.8,21.3,NA,NA,NA
"NL49551",2020-01-08 10:00:00,NA,NA,0.39,2.4,124.8,NA,2.6,19.9,NA,NA,NA
"NL49551",2020-01-08 09:00:00,2.1,1.2,0.25,1,111.5,NA,1.8,13.3,NA,NA,NA
"NL49551",2020-01-08 08:00:00,2.6,1.1,0.29,1,122.5,NA,3.2,14.4,NA,NA,NA
"NL49551",2020-01-08 07:00:00,2.6,1.1,0.23,0.6,178.7,NA,3.5,12.6,NA,NA,NA
"NL49551",2020-01-08 06:00:00,3.1,0.9,0.24,0.4,193.3,NA,3.4,7.7,NA,NA,NA
"NL49551",2020-01-08 05:00:00,2.6,1.2,0.24,0.2,190.9,NA,3,6.1,NA,NA,NA
"NL49551",2020-01-08 04:00:00,2.1,1.5,0.35,0.1,202.6,NA,8.4,8.8,NA,NA,NA
"NL49551",2020-01-08 03:00:00,2.7,1.6,0.44,0.1,204,NA,13.7,10.7,NA,NA,NA
"NL49551",2020-01-08 02:00:00,2.8,1.2,0.41,0,205.5,NA,8.3,10,NA,NA,NA
"NL49551",2020-01-08 01:00:00,3.5,0.9,0.46,0,209.9,NA,5,10,NA,NA,NA
"NL49551",2020-01-08 00:00:00,3.5,1.4,0.58,0,226.8,NA,9.9,12.9,NA,NA,NA
"NL49551",2020-01-07 23:00:00,3.2,0.9,0.68,0.3,238.1,NA,9.1,14.6,NA,NA,NA
"NL49551",2020-01-07 22:00:00,2.5,1.5,0.94,0.4,258.5,NA,7.7,21.2,NA,NA,NA
"NL49551",2020-01-07 21:00:00,3.7,1.3,0.96,0.5,243.7,NA,11.1,24.8,NA,NA,NA
"NL49551",2020-01-07 20:00:00,3.3,1.5,0.72,1.1,235,NA,13.8,22.9,NA,NA,NA
"NL49551",2020-01-07 19:00:00,2.5,1.7,0.69,0.8,228.1,NA,16.1,21.3,NA,NA,NA
"NL49551",2020-01-07 18:00:00,3.2,0.9,0.8,0.9,248.1,NA,13.2,26.4,NA,NA,NA
"NL49551",2020-01-07 17:00:00,2.9,1.4,0.89,1.3,247.4,NA,18,32.1,NA,NA,NA
"NL49551",2020-01-07 16:00:00,2.6,1.3,0.68,1.4,229.7,NA,NA,25.5,NA,NA,NA
"NL49551",2020-01-07 15:00:00,2.7,1.7,0.57,1.6,223.1,NA,NA,23,NA,NA,NA
"NL49551",2020-01-07 14:00:00,2.9,1.5,0.47,3.2,235.3,NA,11.9,21.6,NA,NA,NA
"NL49551",2020-01-07 13:00:00,3,1.6,0.64,6,228.6,NA,12.1,25.3,NA,NA,NA
"NL49551",2020-01-07 12:00:00,2.8,1.5,0.79,10.8,224.3,NA,17,33.5,NA,NA,NA
"NL49551",2020-01-07 11:00:00,3.5,1.1,0.86,11.1,211.3,NA,23.7,35.6,NA,NA,NA
"NL49551",2020-01-07 10:00:00,2.9,1.1,0.76,10.2,206.7,NA,6,36.6,NA,NA,NA
"NL49551",2020-01-07 09:00:00,3.3,1.1,0.57,3.4,217.2,NA,4.4,24.1,NA,NA,NA
"NL49551",2020-01-07 08:00:00,2.9,1.4,0.78,5.6,314.2,NA,NA,34.6,NA,NA,NA
"NL49551",2020-01-07 07:00:00,3.3,1.2,1.16,9.4,211.2,NA,9,41,NA,NA,NA
"NL49551",2020-01-07 06:00:00,3,1.1,0.49,1.9,180.3,NA,11.1,20.5,NA,NA,NA
"NL49551",2020-01-07 05:00:00,3,1.2,0.43,0.6,177.6,NA,10,19.8,NA,NA,NA
"NL49551",2020-01-07 04:00:00,2.8,1.1,0.42,0.4,162.9,NA,5.5,18.9,NA,NA,NA
"NL49551",2020-01-07 03:00:00,2.5,1.2,0.63,1.4,161.9,NA,5.1,23.2,NA,NA,NA
"NL49551",2020-01-07 02:00:00,2.9,1.1,0.46,0.4,167.8,NA,6.8,18.4,NA,NA,NA
"NL49551",2020-01-07 01:00:00,2.5,1.1,0.44,1,167.8,NA,6.1,19.5,NA,NA,NA
"NL49551",2020-01-07 00:00:00,2.4,1.6,NA,0.3,NA,NA,5.7,15.9,NA,NA,NA
"NL49551",2020-01-20 00:00:00,9.1,1.6,0.72,8.8,111.7,NA,NA,35.3,NA,NA,NA
"NL49551",2020-01-19 23:00:00,15.3,5.4,0.81,9.8,184.2,NA,9.8,34.1,NA,NA,NA
"NL49551",2020-01-19 22:00:00,18.5,5.7,0.76,16.3,575.5,NA,12.1,40.4,NA,NA,NA
"NL49551",2020-01-19 21:00:00,9.8,2.9,1.08,9.2,757,NA,20.2,26.7,NA,NA,NA
"NL49551",2020-01-19 20:00:00,5.6,1,0.42,1.8,152.1,NA,3,11.1,NA,NA,NA
"NL49551",2020-01-19 19:00:00,6.3,1.2,0.31,2.4,137,NA,6.4,13.6,NA,NA,NA
"NL49551",2020-01-19 18:00:00,5.4,1.2,0.62,4.5,232.2,NA,8.6,16.3,NA,NA,NA
"NL49551",2020-01-19 17:00:00,6,1,0.28,1.8,146.1,NA,9.8,11.2,NA,NA,NA
"NL49551",2020-01-19 16:00:00,5.7,1.5,0.55,4.3,180.1,NA,9,14.6,NA,NA,NA
"NL49551",2020-01-19 15:00:00,6.8,1,0.21,2.2,235.2,NA,10.7,9.8,NA,NA,NA
"NL49551",2020-01-19 14:00:00,6.4,1,0.51,4.5,308.9,NA,9.5,12.5,NA,NA,NA
"NL49551",2020-01-19 13:00:00,8.4,1.5,0.27,5.3,153.1,NA,9,13.9,NA,NA,NA
"NL49551",2020-01-19 12:00:00,8.6,1.7,0.28,1.9,321.8,NA,10.7,9,NA,NA,NA
"NL49551",2020-01-19 11:00:00,11.3,2.1,0.34,7.6,141.2,NA,13.2,21.7,NA,NA,NA
"NL49551",2020-01-19 10:00:00,14.8,1.7,0.24,5.2,137.7,NA,10.4,23.4,NA,NA,NA
"NL49551",2020-01-19 09:00:00,13.5,1.8,0.23,4.9,135.5,NA,7,26.8,NA,NA,NA
"NL49551",2020-01-19 08:00:00,11.2,1.5,0.29,3.2,218.7,NA,9.7,21.9,NA,NA,NA
"NL49551",2020-01-19 07:00:00,11.2,1.4,0.14,1.3,131.5,NA,5.3,17.4,NA,NA,NA
"NL49551",2020-01-19 06:00:00,9.5,1.3,0.3,4.9,314.9,NA,4.9,10,NA,NA,NA
"NL49551",2020-01-19 05:00:00,15.1,2.3,0.45,1.6,400.1,NA,10.1,13,NA,NA,NA
"NL49551",2020-01-19 04:00:00,31,4.7,0.98,34.1,1152.3,NA,23.1,47.4,NA,NA,NA
"NL49551",2020-01-19 03:00:00,35.2,5.7,1.22,43.1,1057.1,NA,12,51.3,NA,NA,NA
"NL49551",2020-01-19 02:00:00,38.2,6.6,1.3,53.3,847,NA,15.8,60.3,NA,NA,NA
"NL49551",2020-01-19 01:00:00,29.4,7.4,1.14,47,510,NA,14.3,57.7,NA,NA,NA
"NL49551",2020-01-19 00:00:00,22.3,7.1,1.19,30.5,618.5,NA,14.9,43,NA,NA,NA
"NL49551",2020-01-18 23:00:00,10.5,2,0.63,3.3,570.4,NA,9.5,14.9,NA,NA,NA
"NL49551",2020-01-18 22:00:00,5,2.2,0.3,3.4,109.9,NA,4.4,13.3,NA,NA,NA
"NL49551",2020-01-18 21:00:00,3.9,1.9,0.38,1.3,114.8,NA,4.5,11.4,NA,NA,NA
"NL49551",2020-01-18 20:00:00,NA,NA,0.13,0.7,109.4,NA,4,4,NA,NA,NA
"NL49551",2020-01-18 19:00:00,4.2,1.2,0.47,4.6,125.1,NA,5.3,10.1,NA,NA,NA
"NL49551",2020-01-18 18:00:00,3.4,1.6,0.28,4.6,139.2,NA,9.5,10.4,NA,NA,NA
"NL49551",2020-01-18 17:00:00,3.2,0.9,0.32,5.7,132.3,NA,9.1,14.6,NA,NA,NA
"NL49551",2020-01-18 16:00:00,3.3,0.8,0.37,2.4,154.5,NA,6,9.7,NA,NA,NA
"NL49551",2020-01-18 15:00:00,3.5,1.1,0.35,2.8,173.5,NA,-15.8,14.1,NA,NA,NA
"NL49551",2020-01-18 14:00:00,4.3,2,0.41,9.4,177.5,NA,5.7,15.1,NA,NA,NA
"NL49551",2020-01-18 13:00:00,3,1,0.39,9.1,160.5,NA,8.3,16.7,NA,NA,NA
"NL49551",2020-01-18 12:00:00,3.3,1.1,0.49,5.9,156.8,NA,12.7,16.6,NA,NA,NA
"NL49551",2020-01-18 11:00:00,2.5,1.1,0.41,3.3,155.2,NA,7.9,15.1,NA,NA,NA
"NL49551",2020-01-18 10:00:00,3.1,1.1,0.82,5.2,172.6,NA,5.7,22.2,NA,NA,NA
"NL49551",2020-01-18 09:00:00,2.8,1.5,0.9,8.6,157.4,NA,11.6,26.3,NA,NA,NA
"NL49551",2020-01-18 08:00:00,2.5,1.1,0.32,2,150,NA,8,16.1,NA,NA,NA
"NL49551",2020-01-18 07:00:00,1.9,1.4,0.6,1,146.5,NA,4.2,16.8,NA,NA,NA
"NL49551",2020-01-18 06:00:00,2.4,1.1,0.67,1,149.7,NA,1.9,15.2,NA,NA,NA
"NL49551",2020-01-18 05:00:00,2.4,1.4,0.69,0.9,148.4,NA,0.1,16.5,NA,NA,NA
"NL49551",2020-01-18 04:00:00,2,1.5,0.47,0.5,142.2,NA,1.4,13.3,NA,NA,NA
"NL49551",2020-01-18 03:00:00,3,1.1,0.52,0.6,136.1,NA,2.4,13.5,NA,NA,NA
"NL49551",2020-01-18 02:00:00,2.9,1.3,0.33,0.5,141,NA,1.4,10.8,NA,NA,NA
"NL49551",2020-01-18 01:00:00,2.6,1.3,0.35,0.6,142.8,NA,5.5,10.3,NA,NA,NA
"NL49551",2020-01-18 00:00:00,3.2,1.2,0.32,0.6,137.6,NA,7.2,9.4,NA,NA,NA
"NL49551",2020-01-17 23:00:00,3.1,1,0.36,0.3,134.7,NA,3.6,9.9,NA,NA,NA
"NL49551",2020-01-17 22:00:00,2.2,1.3,0.39,1.1,136.6,NA,1.4,12.7,NA,NA,NA
"NL49551",2020-01-17 21:00:00,2.8,1.4,0.26,1,134.4,NA,NA,11.7,NA,NA,NA
"NL49551",2020-01-17 20:00:00,2.5,1.5,0.34,1.5,145.2,NA,0.1,14.9,NA,NA,NA
"NL49551",2020-01-17 19:00:00,2.5,1.4,0.28,0.8,143.8,NA,2.7,9.2,NA,NA,NA
"NL49551",2020-01-17 18:00:00,2.4,1.2,0.31,0.8,154.5,NA,6.1,10.5,NA,NA,NA
"NL49551",2020-01-17 17:00:00,2.5,1.3,0.22,0.6,146.2,NA,7.2,12.1,NA,NA,NA
"NL49551",2020-01-17 16:00:00,2.6,1.6,0.18,1,169.1,NA,10.2,10.9,NA,NA,NA
"NL49551",2020-01-17 15:00:00,2.5,1.3,0.35,1.8,178,NA,9.5,14.2,NA,NA,NA
"NL49551",2020-01-17 14:00:00,2.7,1.3,0.56,2.2,182.2,NA,8.1,16.3,NA,NA,NA
"NL49551",2020-01-17 13:00:00,2.6,1.2,0.73,2.8,182.3,NA,11.1,20.2,NA,NA,NA
"NL49551",2020-01-17 12:00:00,2.5,1.5,0.75,3.4,216.1,NA,6.7,25,NA,NA,NA
"NL49551",2020-01-17 11:00:00,2.8,1.2,0.87,3.2,231.5,NA,6.7,26.7,NA,NA,NA
"NL49551",2020-01-17 10:00:00,2.8,1.4,0.96,3.4,245.6,NA,6.9,26.5,NA,NA,NA
"NL49551",2020-01-17 09:00:00,2.4,1.3,0.98,2,231.1,NA,4,27.7,NA,NA,NA
"NL49551",2020-01-17 08:00:00,2.7,1.4,0.99,2.1,223.1,NA,5.6,26.8,NA,NA,NA
"NL49551",2020-01-17 07:00:00,2.9,1.5,0.66,0.8,188.2,NA,4.4,17.5,NA,NA,NA
"NL49551",2020-01-17 06:00:00,2,1.6,0.61,0.4,177,NA,3.2,11.4,NA,NA,NA
"NL49551",2020-01-17 05:00:00,2.2,1.4,0.5,0.1,164.6,NA,7.4,8.7,NA,NA,NA
"NL49551",2020-01-17 04:00:00,2.4,1.4,0.57,0.1,160.5,NA,10.1,9.4,NA,NA,NA
"NL49551",2020-01-17 03:00:00,2.8,1.6,0.68,0.3,169.5,NA,8.5,10.3,NA,NA,NA
"NL49551",2020-01-17 02:00:00,2.9,1.3,0.7,0.2,170.7,NA,7.7,10,NA,NA,NA
"NL49551",2020-01-17 01:00:00,3,1.1,0.77,0.2,178.2,NA,6.1,12,NA,NA,NA
"NL49551",2020-01-17 00:00:00,1.8,1.8,0.86,0.2,186.3,NA,7.7,13.3,NA,NA,NA
"NL49551",2020-01-16 23:00:00,2.2,1.3,0.87,0,186.7,NA,7.1,13.4,NA,NA,NA
"NL49551",2020-01-16 22:00:00,2.8,1.3,0.82,0.5,187.1,NA,6.3,13.9,NA,NA,NA
"NL49551",2020-01-16 21:00:00,2.8,1.2,0.79,0.3,184.2,NA,7.2,14,NA,NA,NA
"NL49551",2020-01-16 20:00:00,2.8,1.2,0.77,0.5,189.9,NA,9.7,15.6,NA,NA,NA
"NL49551",2020-01-16 19:00:00,3.1,1.5,0.64,0.7,191.1,NA,10.1,19.1,NA,NA,NA
"NL49551",2020-01-16 18:00:00,NA,NA,0.72,0.9,202.6,NA,5.1,20.7,NA,NA,NA
"NL49551",2020-01-16 17:00:00,2.7,1.4,0.82,1.6,214.9,NA,2.8,25.5,NA,NA,NA
"NL49551",2020-01-16 16:00:00,3.2,1.2,0.9,2.2,214.6,NA,NA,28.1,NA,NA,NA
"NL49551",2020-01-16 15:00:00,3.2,1.2,0.89,4.4,NA,NA,5.8,28.5,NA,NA,NA
"NL49551",2020-01-16 14:00:00,3.2,1.6,0.8,6,NA,NA,5.9,26.4,NA,NA,NA
"NL49551",2020-01-16 13:00:00,3.7,1.9,0.5,5,NA,NA,4.5,22.4,NA,NA,NA
"NL49551",2020-01-16 12:00:00,3.7,1.7,0.55,5.2,0,NA,5.9,23.5,NA,NA,NA
"NL49551",2020-01-16 11:00:00,4.9,1.7,0.76,9.5,0,NA,9.8,33.1,NA,NA,NA
"NL49551",2020-01-16 10:00:00,5,1.4,1.06,12.8,NA,NA,17.6,43,NA,NA,NA
"NL49551",2020-01-16 09:00:00,4.2,1.2,0.99,8.2,304.5,NA,9.6,46.2,NA,NA,NA
"NL49551",2020-01-16 08:00:00,3.1,1.6,0.92,4.2,285.5,NA,10,42.2,NA,NA,NA
"NL49551",2020-01-16 07:00:00,2.9,1.5,0.65,1.9,204,NA,7.9,26,NA,NA,NA
"NL49551",2020-01-16 06:00:00,2.9,1.4,0.53,1.4,NA,NA,8.2,19.5,NA,NA,NA
"NL49551",2020-01-16 05:00:00,2,1.8,0.39,0.9,175.4,NA,6.1,17,NA,NA,NA
"NL49551",2020-01-16 04:00:00,3.1,1,0.44,0.6,168.5,NA,7.4,16.8,NA,NA,NA
"NL49551",2020-01-16 03:00:00,2.3,1.8,0.47,0.4,151.8,NA,6.6,13.9,NA,NA,NA
"NL49551",2020-01-16 02:00:00,2.3,1.2,0.28,0.2,142,NA,5.9,9.9,NA,NA,NA
"NL49551",2020-01-16 01:00:00,1.9,1.5,0.28,-0.1,146.5,NA,10.2,11.9,NA,NA,NA
"NL49551",2020-01-16 00:00:00,2.9,1.2,0.3,0.2,153,NA,8.2,11.7,NA,NA,NA
"NL49551",2020-01-15 23:00:00,2.4,1.4,0.29,0.2,NA,NA,6.1,11.4,NA,NA,NA
"NL49551",2020-01-15 22:00:00,3,1.1,0.3,0.3,NA,NA,NA,14.3,NA,NA,NA
"NL49551",2020-01-15 21:00:00,2.1,1.5,0.2,0.3,NA,NA,-2.3,13.1,NA,NA,NA
"NL49551",2020-01-15 20:00:00,2.6,1.2,0.16,0.4,NA,NA,-0.4,11,NA,NA,NA
"NL49551",2020-01-15 19:00:00,2.7,1.1,0.16,0.6,NA,NA,-2.2,11,NA,NA,NA
"NL49551",2020-01-15 18:00:00,1.7,1.4,0.11,0.5,NA,NA,-6.8,8.7,NA,NA,NA
"NL49551",2020-01-15 17:00:00,2.5,1.3,0.19,0.8,NA,NA,-4.7,8.3,NA,NA,NA
"NL49551",2020-01-15 16:00:00,2.9,1.3,0.74,4.8,NA,NA,2.6,27.7,NA,NA,NA
"NL49551",2020-01-15 15:00:00,2.3,1.6,0.88,5.9,NA,NA,3.9,34,NA,NA,NA
"NL49551",2020-01-15 14:00:00,2.9,1.1,0.49,2.5,150.5,NA,4.2,13.6,NA,NA,NA
"NL49551",2020-01-15 13:00:00,1.9,1.6,0.64,1.6,164.1,NA,2.8,16.9,NA,NA,NA
