"station_number","date","SO2","H2S","FN","NO","CO","pm10","pm25","NO2","C7H8","C8H10","C6H6"
"NL49553",2020-01-01 09:00:00,2.4,1,2.28,10.6,415.6,NA,58.1,34.5,NA,NA,NA
"NL49553",2020-01-01 08:00:00,2,0.8,2.04,1.1,325.4,NA,55.1,29.5,NA,NA,NA
"NL49553",2020-01-01 07:00:00,2,0.8,2.47,1.5,321.1,NA,69.9,26.9,NA,NA,NA
"NL49553",2020-01-01 06:00:00,2.1,0.9,3.36,1.1,363.8,NA,107.9,26.7,NA,NA,NA
"NL49553",2020-01-01 05:00:00,2.6,0.7,3.6,1.2,379.5,NA,128.6,29.5,NA,NA,NA
"NL49553",2020-01-01 04:00:00,3,0.9,3.11,1,385.2,NA,140.9,25,NA,NA,NA
"NL49553",2020-01-01 03:00:00,3.1,1.3,2.82,0.6,383.5,NA,91,22.7,NA,NA,NA
"NL49553",2020-01-01 02:00:00,3.9,0.7,3.07,0.6,298.7,NA,143.6,24.8,NA,NA,NA
"NL49553",2020-01-01 01:00:00,2.4,1.1,2.28,0.9,230.7,NA,112.2,16,NA,NA,NA
"NL49553",2020-01-01 00:00:00,NA,NA,2.92,3.4,258.4,NA,217.6,21.5,NA,NA,NA
"NL49553",2019-12-31 23:00:00,2.5,0.6,5.97,1.1,377.2,67.1,62.1,36.3,NA,NA,NA
"NL49553",2019-12-31 22:00:00,2.9,0.8,8.85,4,471,81.9,79.1,44,NA,NA,NA
"NL49553",2019-12-31 21:00:00,7,1,7.23,24.6,561.9,76.9,73.9,55.2,NA,NA,NA
"NL49553",2019-12-31 20:00:00,2.5,1.1,3.52,7.4,417.5,90.2,74.6,48.3,NA,NA,NA
"NL49553",2019-12-31 19:00:00,5.6,1.1,2.45,2.2,357.4,98.9,72.5,41.2,NA,NA,NA
"NL49553",2019-12-31 18:00:00,1.7,0.9,2.45,1.9,389,47.5,37.2,45,NA,NA,NA
"NL49553",2019-12-31 17:00:00,1.8,0.3,1.42,1.8,281.1,32.3,16.7,36.1,NA,NA,NA
"NL49553",2019-12-31 16:00:00,0.3,1,0.53,1,187.8,26,9.1,21.4,NA,NA,NA
"NL49553",2019-12-31 15:00:00,1.2,0.6,0.2,0.8,148.3,25.8,8.7,4.7,NA,NA,NA
"NL49553",2019-12-31 14:00:00,0.8,0.8,0.16,0.8,138,22.9,5.4,3.8,NA,NA,NA
"NL49553",2019-12-31 13:00:00,1.2,0.6,0.11,0.7,138.2,19.9,4.7,4.1,NA,NA,NA
"NL49553",2019-12-31 12:00:00,0.8,0.9,0.24,1.6,169.3,24.1,6.1,8.2,NA,NA,NA
"NL49553",2019-12-31 11:00:00,1,0.6,0.16,0.8,176.8,23.5,3.4,6.9,NA,NA,NA
"NL49553",2019-12-31 10:00:00,0.7,0.6,0.14,0.9,194.8,21.8,0.5,5.2,NA,NA,NA
"NL49553",2019-12-31 09:00:00,1.2,0.5,0.09,0.9,137.5,18.7,1.4,5.8,NA,NA,NA
"NL49553",2019-12-31 08:00:00,1.7,0.4,0.06,1,136.1,14.6,3,5.5,NA,NA,NA
"NL49553",2019-12-31 07:00:00,1.1,0.7,0.04,0.5,128.8,18.6,3.7,3.7,NA,NA,NA
"NL49553",2019-12-31 06:00:00,1.3,0.3,0.04,0.6,150.2,17.1,6.2,3.9,NA,NA,NA
"NL49553",2019-12-31 05:00:00,1.4,0.3,0.17,0.8,176.9,24.4,8.2,5.3,NA,NA,NA
"NL49553",2019-12-31 04:00:00,1.5,NA,0.49,0.4,198.8,26.2,7.6,9.8,NA,NA,NA
"NL49553",2020-01-13 00:00:00,1.2,0.9,0.23,0.3,171.5,NA,4.3,8.4,NA,NA,NA
"NL49553",2020-01-12 23:00:00,0.3,0.3,0.22,0.3,176.3,NA,5.1,9,NA,NA,NA
"NL49553",2020-01-12 22:00:00,1.1,0.5,0.3,0.5,180.4,NA,5.5,13.7,NA,NA,NA
"NL49553",2020-01-12 21:00:00,1.5,0.4,0.21,0.3,184.5,NA,4.7,7.3,NA,NA,NA
"NL49553",2020-01-12 20:00:00,0.5,0.5,0.32,0.3,191.3,NA,3,6.9,NA,NA,NA
"NL49553",2020-01-12 19:00:00,1.3,0.6,0.28,0.2,197,NA,4.8,6.6,NA,NA,NA
"NL49553",2020-01-12 18:00:00,1.1,0.5,0.3,0.4,185.2,NA,6.2,7.5,NA,NA,NA
"NL49553",2020-01-12 17:00:00,1.5,0.3,0.25,0.4,178.5,NA,6.5,6.2,NA,NA,NA
"NL49553",2020-01-12 16:00:00,1.7,0.4,0.13,0.5,172.6,NA,9.2,8.8,NA,NA,NA
"NL49553",2020-01-12 15:00:00,2.2,0.7,0.24,0.9,177.9,NA,10.2,10.6,NA,NA,NA
"NL49553",2020-01-12 14:00:00,1.8,0.7,0.26,0.9,183.4,NA,7,7.3,NA,NA,NA
"NL49553",2020-01-12 13:00:00,3.6,0.6,0.34,1.4,196.3,NA,6.4,9.1,NA,NA,NA
"NL49553",2020-01-12 12:00:00,4.2,0.9,0.49,2.2,197.8,NA,5.5,13.5,NA,NA,NA
"NL49553",2020-01-12 11:00:00,5.6,1.5,0.5,1.7,195.2,NA,9.6,15.1,NA,NA,NA
"NL49553",2020-01-12 10:00:00,9.6,6.5,1.1,3.8,275.8,NA,15.6,23.6,NA,NA,NA
"NL49553",2020-01-12 09:00:00,14.1,6.2,1.13,8,382.7,NA,15.9,31.6,NA,NA,NA
"NL49553",2020-01-12 08:00:00,20.8,4.5,1.11,14.1,508.8,NA,18.8,37.5,NA,NA,NA
"NL49553",2020-01-12 07:00:00,23.7,5.9,0.94,4.8,344.1,NA,13.5,25.7,NA,NA,NA
"NL49553",2020-01-12 06:00:00,16.4,4.8,0.87,3.2,248.2,NA,12.4,21.5,NA,NA,NA
"NL49553",2020-01-12 05:00:00,19.4,4.7,1.07,2.2,243.9,NA,16.7,21.2,NA,NA,NA
"NL49553",2020-01-12 04:00:00,15.9,4.2,1,2.3,226.8,NA,10.3,21.1,NA,NA,NA
"NL49553",2020-01-12 03:00:00,14.6,3.8,1.01,4.1,255.4,NA,16.1,23.5,NA,NA,NA
"NL49553",2020-01-12 02:00:00,17.3,5.8,1.2,7.3,368.5,NA,11.7,27,NA,NA,NA
"NL49553",2020-01-12 01:00:00,23.3,5.7,1.29,12.1,413.1,NA,17,33.7,NA,NA,NA
"NL49553",2020-01-12 00:00:00,24.1,7.3,1.31,6.3,370.7,NA,18.3,31.1,NA,NA,NA
"NL49553",2020-01-11 23:00:00,13.4,4.1,1.09,3,219.9,NA,13.5,22.9,NA,NA,NA
"NL49553",2020-01-11 22:00:00,16.4,4.2,1.12,3,235.7,NA,14.3,22.8,NA,NA,NA
"NL49553",2020-01-11 21:00:00,21.3,6.8,1.37,4,309.7,NA,12.3,27.4,NA,NA,NA
"NL49553",2020-01-11 20:00:00,19.8,5.3,1.23,5.5,300.7,NA,12.6,29.5,NA,NA,NA
"NL49553",2020-01-11 19:00:00,26.7,5.9,1.49,14.8,504.7,NA,15.6,43.4,NA,NA,NA
"NL49553",2020-01-11 18:00:00,33.4,4,1.32,31.5,714.6,NA,15.6,56.4,NA,NA,NA
"NL49553",2020-01-11 17:00:00,32.3,3.8,1.26,38.7,771,NA,19.6,59.5,NA,NA,NA
"NL49553",2020-01-11 16:00:00,38.5,3.9,1.24,48.4,910.8,NA,23.1,65,NA,NA,NA
"NL49553",2020-01-11 15:00:00,31.5,4.4,1.2,28.2,623.6,NA,18.2,55.1,NA,NA,NA
"NL49553",2020-01-11 14:00:00,14.1,6.2,1.01,7,278.1,NA,11.7,30.2,NA,NA,NA
"NL49553",2020-01-11 13:00:00,13.5,7.1,1.01,6.8,271.4,NA,12.5,27.6,NA,NA,NA
"NL49553",2020-01-11 12:00:00,13.6,5.7,1.17,5.8,173.6,NA,12.8,24.9,NA,NA,NA
"NL49553",2020-01-11 11:00:00,16.4,6.4,1.38,9.5,234.4,NA,12.8,30.7,NA,NA,NA
"NL49553",2020-01-11 10:00:00,NA,NA,1.43,52.5,938.2,NA,18.3,56.4,NA,NA,NA
"NL49553",2020-01-11 09:00:00,42.1,3.3,1.93,81.3,1093.8,NA,30.1,69.8,NA,NA,NA
"NL49553",2020-01-11 08:00:00,30.4,5.5,1.41,36,787.9,NA,17.7,54,NA,NA,NA
"NL49553",2020-01-11 07:00:00,20.8,7.7,1.28,7.1,349,NA,17.4,36.3,NA,NA,NA
"NL49553",2020-01-11 06:00:00,29.7,4.8,1.34,46.9,809.6,NA,22.9,60.1,NA,NA,NA
"NL49553",2020-01-11 05:00:00,24.2,4.9,0.98,22.9,500.6,NA,17.3,42.5,NA,NA,NA
"NL49553",2020-01-11 04:00:00,1.9,1.4,0.4,-0.4,199.1,NA,5.7,11.2,NA,NA,NA
"NL49553",2020-01-11 03:00:00,0.6,1,0.3,-0.5,156.3,NA,3.4,6.3,NA,NA,NA
"NL49553",2020-01-11 02:00:00,0.6,0.6,0.18,-0.6,155,NA,-0.4,6.5,NA,NA,NA
"NL49553",2020-01-11 01:00:00,0.4,0.6,0.14,-0.6,158.6,NA,-0.2,4.8,NA,NA,NA
"NL49553",2020-01-11 00:00:00,0.7,0.2,0.14,-0.6,162,NA,1.4,5.3,NA,NA,NA
"NL49553",2020-01-10 23:00:00,0.5,0.7,0.17,-0.5,171.9,NA,1.8,7.9,NA,NA,NA
"NL49553",2020-01-10 22:00:00,0.9,0.5,0.26,-0.5,200.5,NA,4.4,10.2,NA,NA,NA
"NL49553",2020-01-10 21:00:00,0.7,0.3,1.02,0.2,267.3,NA,6.8,18.2,NA,NA,NA
"NL49553",2020-01-10 20:00:00,0.9,0.4,0.53,-0.7,205.8,NA,3.6,11.4,NA,NA,NA
"NL49553",2020-01-10 19:00:00,1.3,0.1,0.19,-0.7,158,NA,1.2,2.6,NA,NA,NA
"NL49553",2020-01-10 18:00:00,0.8,0.3,0.07,-1,148.9,NA,-0.5,2.3,NA,NA,NA
"NL49553",2020-01-10 17:00:00,0.1,1,0.05,-0.6,149.7,NA,-1.5,1.7,NA,NA,NA
"NL49553",2020-01-10 16:00:00,0.6,0.4,0.07,-0.4,152.3,NA,1.9,1.5,NA,NA,NA
"NL49553",2020-01-10 15:00:00,1,0.5,0.04,-0.6,154.6,NA,4.4,1.1,NA,NA,NA
"NL49553",2020-01-10 14:00:00,0.7,0.6,0.05,-0.5,155.3,NA,3.4,1.5,NA,NA,NA
"NL49553",2020-01-10 13:00:00,0.3,0.9,0.04,-1,164.1,NA,1.9,1.5,NA,NA,NA
"NL49553",2020-01-10 12:00:00,0.6,0.4,0.04,-0.8,158.8,NA,1.2,1.4,NA,NA,NA
"NL49553",2020-01-10 11:00:00,0,0.8,0.04,-0.5,159.9,NA,-1.5,1.4,NA,NA,NA
"NL49553",2020-01-10 10:00:00,0.8,0.6,0.04,-0.8,167.4,NA,-2,2,NA,NA,NA
"NL49553",2020-01-10 09:00:00,0.4,0.6,0.04,-0.9,173.8,NA,-0.3,2.8,NA,NA,NA
"NL49553",2020-01-10 08:00:00,0.1,0.9,0.04,-0.4,167.4,NA,-0.2,3.2,NA,NA,NA
"NL49553",2020-01-10 07:00:00,0.3,0.8,0.06,-0.6,178,NA,0.2,3.5,NA,NA,NA
"NL49553",2020-01-10 06:00:00,0.6,0.8,0.15,-0.2,198.8,NA,0.9,7,NA,NA,NA
"NL49553",2020-01-10 05:00:00,0.4,0.9,0.24,-0.6,196.9,NA,4.1,7.6,NA,NA,NA
"NL49553",2020-01-10 04:00:00,0.8,0.8,0.23,-0.5,180.7,NA,6.3,11.6,NA,NA,NA
"NL49553",2020-01-10 03:00:00,2,0.3,0.29,-0.4,172.5,NA,7.6,14.6,NA,NA,NA
"NL49553",2020-01-10 02:00:00,2.2,0.3,0.22,-0.5,169,NA,9.2,10,NA,NA,NA
"NL49553",2020-01-10 01:00:00,3.9,1.2,0.34,-0.6,176.9,NA,6,14.3,NA,NA,NA
"NL49553",2020-01-10 00:00:00,5.5,1.2,0.35,-0.3,181.5,NA,2.6,13.8,NA,NA,NA
"NL49553",2020-01-09 23:00:00,20.5,8.6,1.03,5.4,335.6,NA,17.5,26.8,NA,NA,NA
"NL49553",2020-01-09 22:00:00,33.9,3.2,1.34,52.2,1100.7,NA,17.6,49.9,NA,NA,NA
"NL49553",2020-01-09 21:00:00,34.3,4.4,2.34,63.9,1680.3,NA,31.6,49.9,NA,NA,NA
"NL49553",2020-01-09 20:00:00,33.2,5,1.71,45,1389.2,NA,24.5,50.4,NA,NA,NA
"NL49553",2020-01-09 19:00:00,25.6,5.6,1.5,63.4,1086.2,NA,21,51,NA,NA,NA
"NL49553",2020-01-09 18:00:00,11.2,9.1,1.23,20.4,411.2,NA,19.7,34.8,NA,NA,NA
"NL49553",2020-01-09 17:00:00,4.1,7.6,1.2,2.6,211.8,NA,18.7,32,NA,NA,NA
"NL49553",2020-01-09 16:00:00,4.6,2.9,0.64,0.8,199.1,NA,6.8,18.5,NA,NA,NA
"NL49553",2020-01-09 15:00:00,4,2.7,0.71,1.7,211.7,NA,6.7,20.7,NA,NA,NA
"NL49553",2020-01-09 14:00:00,8.3,3.1,0.97,2,216.1,NA,7.2,22,NA,NA,NA
"NL49553",2020-01-09 13:00:00,16.6,9.1,1.07,10.2,329.1,NA,16,29.9,NA,NA,NA
"NL49553",2020-01-09 12:00:00,NA,NA,1.12,NA,NA,NA,15.1,NA,NA,NA,NA
"NL49553",2020-01-09 11:00:00,33.6,3.8,1.15,58.2,990.2,NA,20,54.2,NA,NA,NA
"NL49553",2020-01-09 10:00:00,34,3.4,1.19,67.6,1128.4,NA,21,57.8,NA,NA,NA
"NL49553",2020-01-09 09:00:00,31.6,2,1.2,67.7,1040.1,NA,20.1,51.2,NA,NA,NA
"NL49553",2020-01-09 08:00:00,NA,NA,1.61,58.8,1384.9,NA,23.4,50.7,NA,NA,NA
"NL49553",2020-01-09 07:00:00,38.5,5.2,1.93,74.1,1848.2,NA,28.5,52.1,NA,NA,NA
"NL49553",2020-01-09 06:00:00,27,3.9,2.47,37.4,1914.4,NA,30.7,40.8,NA,NA,NA
"NL49553",2020-01-09 05:00:00,12.7,1.4,1.57,7.1,826.6,NA,18.1,29.2,NA,NA,NA
"NL49553",2020-01-09 04:00:00,5.7,1,1.11,8.5,397.8,NA,14,34.9,NA,NA,NA
"NL49553",2020-01-09 03:00:00,6.8,1.4,1.16,14.7,422.9,NA,14.4,43.5,NA,NA,NA
"NL49553",2020-01-09 02:00:00,6.9,1.6,1.4,32.9,469.4,NA,9.9,53,NA,NA,NA
"NL49553",2020-01-09 01:00:00,5,0.8,0.87,11.9,400.2,NA,9.8,44.5,NA,NA,NA
"NL49553",2020-01-09 00:00:00,8.9,4,1.23,4.7,302,NA,12.6,41.1,NA,NA,NA
"NL49553",2020-01-08 23:00:00,7.3,6.2,0.94,5.7,222.1,NA,9.2,42.4,NA,NA,NA
"NL49553",2020-01-08 22:00:00,1.7,1.3,0.71,5.4,200.9,NA,6.9,42.2,NA,NA,NA
"NL49553",2020-01-08 21:00:00,2,0.6,0.58,1.2,205.1,NA,8.8,39.8,NA,NA,NA
"NL49553",2020-01-08 20:00:00,1.7,0.5,1.2,2.8,194.5,NA,7.9,45.1,NA,NA,NA
"NL49553",2020-01-08 19:00:00,3.5,0.7,0.54,4.7,174,NA,7.5,46.9,NA,NA,NA
"NL49553",2020-01-08 18:00:00,3.1,2.2,0.57,1.7,175.5,NA,8.4,37,NA,NA,NA
"NL49553",2020-01-08 17:00:00,2,0.3,0.38,0.6,185.9,NA,5.9,25.8,NA,NA,NA
"NL49553",2020-01-08 16:00:00,1,0.8,0.38,0.7,179.1,NA,5.3,28.4,NA,NA,NA
"NL49553",2020-01-08 15:00:00,0.5,0.8,0.28,1,171.7,NA,4.6,25.1,NA,NA,NA
"NL49553",2020-01-08 14:00:00,2,0.4,0.25,1.6,157.8,NA,6.2,24.6,NA,NA,NA
"NL49553",2020-01-08 13:00:00,1.7,1,0.39,1.2,159.1,NA,8.5,18.7,NA,NA,NA
"NL49553",2020-01-08 12:00:00,1.8,0.4,0.27,1.2,152.9,NA,8.2,14.9,NA,NA,NA
"NL49553",2020-01-08 11:00:00,1.3,0.7,0.38,2.5,159.5,NA,5.1,20.5,NA,NA,NA
"NL49553",2020-01-08 10:00:00,0.8,1.1,0.24,0.8,190.2,NA,4,13.8,NA,NA,NA
"NL49553",2020-01-08 09:00:00,1.7,0.6,0.2,0.1,160.4,NA,7.4,11.5,NA,NA,NA
"NL49553",2020-01-08 08:00:00,NA,NA,0.39,0.2,166.3,NA,6.5,17.6,NA,NA,NA
"NL49553",2020-01-08 07:00:00,1.2,NA,0.57,0.1,160.2,NA,4.9,13.9,NA,NA,NA
"NL49553",2020-01-08 06:00:00,2.3,NA,0.5,0.5,176.9,NA,NA,12.3,NA,NA,NA
"NL49553",2020-01-08 05:00:00,1.8,NA,0.39,0.6,186,NA,7.4,12.8,NA,NA,NA
"NL49553",2020-01-08 04:00:00,3.9,NA,0.54,0.5,208.1,NA,7.2,13.2,NA,NA,NA
"NL49553",2020-01-08 03:00:00,11.8,NA,1,4.1,248.3,NA,18.2,22,NA,NA,NA
"NL49553",2020-01-08 02:00:00,18.9,NA,1.49,15.2,437.6,NA,NA,32.9,NA,NA,NA
"NL49553",2020-01-08 01:00:00,25.5,NA,1.57,57,1037.1,NA,27.3,49.6,NA,NA,NA
"NL49553",2020-01-08 00:00:00,25.4,NA,1.96,32.1,1381,NA,30.7,42.8,NA,NA,NA
"NL49553",2020-01-07 23:00:00,23.8,NA,1.74,10,1450.1,NA,26.6,34.9,NA,NA,NA
"NL49553",2020-01-07 22:00:00,24.2,NA,2.28,34.3,1349.6,NA,31.8,48.7,NA,NA,NA
"NL49553",2020-01-07 21:00:00,43.8,NA,2.04,67.8,1202.2,NA,30.5,58.9,NA,NA,NA
"NL49553",2020-01-07 20:00:00,34.4,NA,2.44,31.1,1430.5,NA,37.9,50.1,NA,NA,NA
"NL49553",2020-01-07 19:00:00,29.2,NA,2.04,8.8,1789.3,NA,30.5,41,NA,NA,NA
"NL49553",2020-01-07 18:00:00,22.2,NA,1.74,6.5,1240.7,NA,21.1,39.1,NA,NA,NA
"NL49553",2020-01-07 17:00:00,23.2,NA,2.04,7.1,1541.4,NA,29.1,43.4,NA,NA,NA
"NL49553",2020-01-07 16:00:00,26.7,NA,2.62,29.2,1682.8,NA,38.2,55.8,NA,NA,NA
"NL49553",2020-01-07 15:00:00,24.8,NA,1.83,50.4,1347.6,NA,24.3,65.9,NA,NA,NA
"NL49553",2020-01-07 14:00:00,11.2,NA,1.18,21.9,556.4,NA,19.3,47.2,NA,NA,NA
"NL49553",2020-01-07 13:00:00,12.4,NA,1.58,24.4,473.7,NA,19.7,44.1,NA,NA,NA
"NL49553",2020-01-07 12:00:00,8.3,NA,1.56,18.9,292,NA,18.5,44.5,NA,NA,NA
"NL49553",2020-01-07 11:00:00,11.1,NA,1.74,19.2,296.3,NA,20.7,44.6,NA,NA,NA
"NL49553",2020-01-07 10:00:00,13,NA,1.5,7.8,269.6,NA,12.4,37.5,NA,NA,NA
"NL49553",2020-01-07 09:00:00,8.3,NA,1.29,4.5,266.9,NA,8.4,36,NA,NA,NA
"NL49553",2020-01-07 08:00:00,0.9,NA,0.57,0.2,206.9,NA,6.1,14.3,NA,NA,NA
"NL49553",2020-01-07 07:00:00,0.4,NA,0.34,0.3,218.2,NA,4.1,10.2,NA,NA,NA
"NL49553",2020-01-07 06:00:00,NA,NA,0.34,-0.1,194.9,NA,1.3,18.7,NA,NA,NA
"NL49553",2020-01-07 05:00:00,0.7,0.6,0.32,0,191.7,NA,0.4,11.5,NA,NA,NA
"NL49553",2020-01-07 04:00:00,0.8,0.5,0.39,2.1,182.1,NA,1.7,22.2,NA,NA,NA
"NL49553",2020-01-07 03:00:00,1.4,0.3,0.35,-0.2,185.9,NA,1.1,10.4,NA,NA,NA
"NL49553",2020-01-07 02:00:00,1.5,0.5,0.41,-0.4,196.8,NA,2.5,12.1,NA,NA,NA
"NL49553",2020-01-07 01:00:00,2.6,0.4,0.41,0.3,207.1,NA,5.1,10.6,NA,NA,NA
"NL49553",2020-01-07 00:00:00,2,0.5,0.47,0,195,NA,6.7,14,NA,NA,NA
"NL49553",2020-01-06 23:00:00,2.5,1,1.02,0,250.1,NA,8.8,16.3,NA,NA,NA
"NL49553",2020-01-06 22:00:00,5.8,2,1.23,1.2,262.2,NA,16.4,25.6,NA,NA,NA
"NL49553",2020-01-06 21:00:00,6.8,3.5,1.51,3.6,247.7,NA,16.7,36.2,NA,NA,NA
"NL49553",2020-01-06 20:00:00,9.4,NA,NA,2.8,NA,NA,11.1,34.9,NA,NA,NA
"NL49553",2020-01-20 00:00:00,0.3,0.8,0.09,0.3,144.8,NA,1.5,NA,NA,NA,NA
"NL49553",2020-01-19 23:00:00,1.1,0.5,0.04,0.4,146.7,NA,0.7,NA,NA,NA,NA
"NL49553",2020-01-19 22:00:00,1.3,0.3,0.04,0.4,147.5,NA,0.3,NA,NA,NA,NA
"NL49553",2020-01-19 21:00:00,0.8,0.5,0.07,0.4,141.5,NA,3.2,NA,NA,NA,NA
"NL49553",2020-01-19 20:00:00,0.8,0.3,0.08,0.7,149.4,NA,5.9,NA,NA,NA,NA
"NL49553",2020-01-19 19:00:00,1.6,0.4,0.03,0.5,148.3,NA,3.9,NA,NA,NA,NA
"NL49553",2020-01-19 18:00:00,NA,NA,0.08,0.4,149.8,NA,5.6,NA,NA,NA,NA
"NL49553",2020-01-19 17:00:00,1.5,0.3,0.07,0.5,149.8,NA,9.7,NA,NA,NA,NA
"NL49553",2020-01-19 16:00:00,0.6,0.4,0.06,-0.4,149.2,NA,8,0.3,NA,NA,NA
"NL49553",2020-01-19 15:00:00,0.6,0.6,0.05,0.2,135.7,NA,8.8,1.5,NA,NA,NA
"NL49553",2020-01-19 14:00:00,0.8,0.5,0.08,0,141,NA,9.2,0.4,NA,NA,NA
"NL49553",2020-01-19 13:00:00,1.2,0.3,0.01,0,130.2,NA,8.1,0.3,NA,NA,NA
"NL49553",2020-01-19 12:00:00,1.1,0.7,0.06,0,133.2,NA,7.2,0.6,NA,NA,NA
"NL49553",2020-01-19 11:00:00,1.1,0.8,0.02,0.2,133.8,NA,7.5,0.7,NA,NA,NA
"NL49553",2020-01-19 10:00:00,1,0.6,0.03,0.3,136.9,NA,10.8,0.9,NA,NA,NA
"NL49553",2020-01-19 09:00:00,0.8,0.6,0.05,0.3,134.8,NA,11,1.3,NA,NA,NA
"NL49553",2020-01-19 08:00:00,0.3,1,0.05,0.2,135.7,NA,7.8,1.3,NA,NA,NA
"NL49553",2020-01-19 07:00:00,1,0.5,0.04,0.1,140.4,NA,7.4,0.9,NA,NA,NA
"NL49553",2020-01-19 06:00:00,0.2,0.9,0.02,0,139.5,NA,7,0.4,NA,NA,NA
"NL49553",2020-01-19 05:00:00,-0.1,1,0.04,0.2,139.9,NA,5.9,0.7,NA,NA,NA
"NL49553",2020-01-19 04:00:00,1,0.2,0.05,0,139.4,NA,4.2,-0.1,NA,NA,NA
"NL49553",2020-01-19 03:00:00,1.2,0.6,0.05,0,141.2,NA,6.8,0,NA,NA,NA
"NL49553",2020-01-19 02:00:00,0.4,0.7,0.05,0,140.1,NA,9.3,0.3,NA,NA,NA
"NL49553",2020-01-19 01:00:00,1.8,0.4,0.05,0,139.9,NA,6,0.4,NA,NA,NA
"NL49553",2020-01-19 00:00:00,1.7,0.2,0.04,-0.1,139.3,NA,5.6,0.4,NA,NA,NA
"NL49553",2020-01-18 23:00:00,1.4,0.2,0.04,-0.2,140.2,NA,5.1,0.2,NA,NA,NA
"NL49553",2020-01-18 22:00:00,0.9,0.5,0.05,0,138.1,NA,5,0.5,NA,NA,NA
"NL49553",2020-01-18 21:00:00,1.1,0.3,0.05,-0.2,142.4,NA,6.6,0.6,NA,NA,NA
"NL49553",2020-01-18 20:00:00,0.4,0.4,0.07,0,149.9,NA,4.7,0.8,NA,NA,NA
"NL49553",2020-01-18 19:00:00,1.1,0.5,0.05,-0.1,144.8,NA,4.1,0.7,NA,NA,NA
"NL49553",2020-01-18 18:00:00,0.3,0.5,0.11,-0.1,145.9,NA,3.9,0.4,NA,NA,NA
"NL49553",2020-01-18 17:00:00,0.7,0.7,0.05,0.1,136.3,NA,3.8,0.3,NA,NA,NA
"NL49553",2020-01-18 16:00:00,0.8,0.8,0.13,0.1,157.8,NA,3.4,2.8,NA,NA,NA
"NL49553",2020-01-18 15:00:00,1,0.5,0.17,0.3,167.1,NA,0.5,4,NA,NA,NA
"NL49553",2020-01-18 14:00:00,0,0.9,0.08,0.1,138.6,NA,2.6,1.5,NA,NA,NA
"NL49553",2020-01-18 13:00:00,0.5,0.7,0.13,0.5,151.3,NA,6.4,3.2,NA,NA,NA
"NL49553",2020-01-18 12:00:00,1.5,0.5,0.21,0.4,155,NA,6.6,3.8,NA,NA,NA
"NL49553",2020-01-18 11:00:00,0.8,0.6,0.27,0.3,157.2,NA,6.6,3.8,NA,NA,NA
"NL49553",2020-01-18 10:00:00,1.7,0.3,0.27,0.6,166.9,NA,5.9,4.6,NA,NA,NA
"NL49553",2020-01-18 09:00:00,0.4,0.8,0.31,0.4,170.5,NA,5.9,6.4,NA,NA,NA
"NL49553",2020-01-18 08:00:00,1.1,0.7,0.3,0.2,188.1,NA,7.2,4.7,NA,NA,NA
"NL49553",2020-01-18 07:00:00,1.4,0.6,0.26,0.1,167.2,NA,5.6,5.6,NA,NA,NA
"NL49553",2020-01-18 06:00:00,0.9,0.5,0.22,-0.2,161,NA,4.9,4.3,NA,NA,NA
"NL49553",2020-01-18 05:00:00,1.7,0.4,0.25,-0.4,161.5,NA,5.1,5.4,NA,NA,NA
"NL49553",2020-01-18 04:00:00,1.4,0.6,0.25,-0.2,157.2,NA,4.5,5.3,NA,NA,NA
"NL49553",2020-01-18 03:00:00,1.4,0.4,0.21,0.1,158.8,NA,6.3,5.6,NA,NA,NA
"NL49553",2020-01-18 02:00:00,0.6,0.6,0.27,0.1,161.2,NA,6.1,7.3,NA,NA,NA
"NL49553",2020-01-18 01:00:00,0.6,0.5,0.25,0.1,158,NA,5.4,6,NA,NA,NA
"NL49553",2020-01-18 00:00:00,1,0.7,0.24,0.3,156.7,NA,4.6,7.2,NA,NA,NA
"NL49553",2020-01-17 23:00:00,1.6,0.1,0.19,0.1,154.9,NA,5.5,4,NA,NA,NA
"NL49553",2020-01-17 22:00:00,1,0.3,0.2,0.1,153.5,NA,6,4.1,NA,NA,NA
"NL49553",2020-01-17 21:00:00,1.2,0.7,0.22,0.2,158.5,NA,1.5,4,NA,NA,NA
"NL49553",2020-01-17 20:00:00,2.1,0.3,0.19,0.2,156.2,NA,3.2,4.3,NA,NA,NA
"NL49553",2020-01-17 19:00:00,1.5,0.6,0.19,0.2,165.8,NA,7,4.7,NA,NA,NA
"NL49553",2020-01-17 18:00:00,2.4,0.8,0.19,0.6,166.1,NA,9.2,8.4,NA,NA,NA
"NL49553",2020-01-17 17:00:00,5.6,1.8,0.44,1.1,173.1,NA,9.7,22.2,NA,NA,NA
"NL49553",2020-01-17 16:00:00,NA,NA,0.51,1.4,186.2,NA,8.9,22.7,NA,NA,NA
"NL49553",2020-01-17 15:00:00,7.9,3.8,0.67,2.1,211.9,NA,10.8,21.3,NA,NA,NA
"NL49553",2020-01-17 14:00:00,10.1,5.5,0.93,4.1,218.8,NA,11.9,25.5,NA,NA,NA
"NL49553",2020-01-17 13:00:00,13.2,9.5,1.39,14.3,421.5,NA,16.3,38.8,NA,NA,NA
"NL49553",2020-01-17 12:00:00,17.5,3.3,1.72,46.9,947.7,NA,22.1,54.9,NA,NA,NA
