"station_number","date","NO2","pm25","pm10","NO","FN","CO","O3","C8H10","C7H8","C6H6","SO2","H2S"
"NL49551",2020-02-12 14:00:00,13.6,1.6,18.7,3.1,0.49,144.9,NA,NA,NA,NA,2.6,1.3
"NL49551",2020-02-12 13:00:00,9.4,2.7,17.5,2,0.31,136.8,NA,NA,NA,NA,2.2,1.3
"NL49551",2020-02-12 12:00:00,8.6,3.9,19.5,1.8,0.19,144.1,NA,NA,NA,NA,2,1.6
"NL49551",2020-02-12 11:00:00,9.1,6.2,13.1,1.5,0.21,143.3,NA,NA,NA,NA,2.4,1.2
"NL49551",2020-02-12 10:00:00,7.9,6,20.1,0.9,0.2,129.2,NA,NA,NA,NA,2.8,1
"NL49551",2020-02-12 09:00:00,8.3,1.7,21.1,1.3,0.18,129.2,NA,NA,NA,NA,2.6,1.1
"NL49551",2020-02-12 08:00:00,7.9,4.3,21.9,0.9,0.2,148.7,NA,NA,NA,NA,2.7,1.2
"NL49551",2020-02-12 07:00:00,5.5,4.4,15.3,0.5,0.14,134.4,NA,NA,NA,NA,2.2,1.4
"NL49551",2020-02-12 06:00:00,6.1,3.8,22.2,0.3,0.15,129.2,NA,NA,NA,NA,1.8,1.5
"NL49551",2020-02-12 05:00:00,5.4,7,17.5,0.1,0.21,122.4,NA,NA,NA,NA,2.4,1.2
"NL49551",2020-02-12 04:00:00,4.3,8.7,13.8,0.1,0.14,121.9,NA,NA,NA,NA,2.4,1.2
"NL49551",2020-02-12 03:00:00,4.5,7.8,24.2,-0.1,0.14,122.5,NA,NA,NA,NA,2.5,1.2
"NL49551",2020-02-12 02:00:00,5.5,3.8,21.7,0.1,0.12,117.1,NA,NA,NA,NA,2.7,0.8
"NL49551",2020-02-12 01:00:00,4.2,5.1,12.7,0,0.11,119.4,NA,NA,NA,NA,2.8,1
"NL49551",2020-02-12 00:00:00,3.8,4.5,22.4,0,0.14,123.5,NA,NA,NA,NA,3,0.9
"NL49551",2020-02-11 23:00:00,2.9,3.7,21.7,-0.1,0.11,120.8,NA,NA,NA,NA,2,1.5
"NL49551",2020-02-11 22:00:00,4.3,5.5,14.8,0.3,0.13,129.2,NA,NA,NA,NA,2,1
"NL49551",2020-02-11 21:00:00,6.7,NA,NA,0.6,0.16,139,NA,NA,NA,NA,2.1,1.4
"NL49551",2020-02-11 20:00:00,5.1,0.8,17.9,0.5,0.17,136,NA,NA,NA,NA,3.1,0.6
"NL49551",2020-02-11 19:00:00,10.7,1.4,15.8,0.7,0.28,132.2,NA,NA,NA,NA,2.5,1.3
"NL49551",2020-02-11 18:00:00,7.3,3.9,15.8,0.8,0.19,132.5,NA,NA,NA,NA,3.1,0.9
"NL49551",2020-02-11 17:00:00,12.8,6,19.6,4.3,0.65,144.9,NA,NA,NA,NA,2.9,1.4
"NL49551",2020-02-11 16:00:00,15.7,5.9,19.1,3.2,0.57,158.5,NA,NA,NA,NA,3.1,1.2
"NL49551",2020-02-11 15:00:00,11.9,4.4,15.6,2.8,0.4,151.4,NA,NA,NA,NA,2.2,1.5
"NL49551",2020-02-11 14:00:00,13.5,2.7,28.6,3.2,0.53,154.5,NA,NA,NA,NA,2.9,1.2
"NL49551",2020-02-11 13:00:00,13.8,1.7,20.4,3.7,0.51,156.3,NA,NA,NA,NA,3.3,1.2
"NL49551",2020-02-11 12:00:00,8.6,5.6,21.4,2.7,0.33,153.9,NA,NA,NA,NA,3.2,1
"NL49551",2020-02-11 11:00:00,10.1,8.5,28.3,2.5,0.35,153.3,NA,NA,NA,NA,2.8,1.3
"NL49551",2020-02-11 10:00:00,11.5,7.6,21.5,2.8,0.39,148.3,NA,NA,NA,NA,2.5,1.5
"NL49551",2020-02-11 09:00:00,11.8,10.4,20.5,2.2,0.39,148.4,NA,NA,NA,NA,2.8,1.2
"NL49551",2020-02-11 08:00:00,11.2,11,21.5,2.4,0.43,163.6,NA,NA,NA,NA,3.1,1
"NL49551",2020-02-11 07:00:00,10.6,6.8,19.1,1.8,0.38,157.1,NA,NA,NA,NA,2.9,1
"NL49551",2020-02-11 06:00:00,11.6,5.9,26,1.9,0.41,151,NA,NA,NA,NA,3,1.4
"NL49551",2020-02-11 05:00:00,11.5,9.3,26.3,1.4,0.41,141.2,NA,NA,NA,NA,2.5,1.2
"NL49551",2020-02-11 04:00:00,10.8,8.6,23.9,1.2,0.38,141.7,NA,NA,NA,NA,2.4,1
"NL49551",2020-02-11 03:00:00,10.6,7.4,24.9,1.3,0.39,139.4,NA,NA,NA,NA,2.7,1
"NL49551",2020-02-11 02:00:00,11.3,9.9,23.5,NA,0.45,NA,NA,NA,NA,NA,2.4,1.2
"NL49551",2020-02-24 00:00:00,11.5,3.8,25,1.8,0.21,122.8,NA,NA,NA,NA,3,1
"NL49551",2020-02-23 23:00:00,11.2,3.9,16,0.8,0.14,120.3,NA,NA,NA,NA,2.2,1.2
"NL49551",2020-02-23 22:00:00,11.8,8.8,26,2,0.17,126.4,NA,NA,NA,NA,2.8,1.2
"NL49551",2020-02-23 21:00:00,11.8,3.4,13.1,2,0.14,129.9,NA,NA,NA,NA,2.3,1.3
"NL49551",2020-02-23 20:00:00,10.1,-4.2,11.5,1.4,0.12,117.2,NA,NA,NA,NA,2.6,1.1
"NL49551",2020-02-23 19:00:00,12.2,3,12.6,3,0.18,130.3,NA,NA,NA,NA,2.5,1.2
"NL49551",2020-02-23 18:00:00,17.7,4,12.9,7.3,0.39,130.2,NA,NA,NA,NA,2.3,1.3
"NL49551",2020-02-23 17:00:00,12.2,2.3,10.9,4.2,0.23,138.8,NA,NA,NA,NA,2.9,1.1
"NL49551",2020-02-23 16:00:00,9.1,2.3,15.9,2,0.23,136.4,NA,NA,NA,NA,3.2,0.9
"NL49551",2020-02-23 15:00:00,10.7,3.6,10.5,3.8,0.18,141.6,NA,NA,NA,NA,1.9,1.6
"NL49551",2020-02-23 14:00:00,6.9,5.9,6.4,2.4,0.13,125.4,NA,NA,NA,NA,1.9,0.8
"NL49551",2020-02-23 13:00:00,11,10,25.9,1.8,0.23,99.5,NA,NA,NA,NA,1.6,1.1
"NL49551",2020-02-23 12:00:00,8.5,11.4,30,1.5,0.12,94.4,NA,NA,NA,NA,1.6,1.6
"NL49551",2020-02-23 11:00:00,9.5,8.1,28.7,1.4,0.12,101.9,NA,NA,NA,NA,1.7,1.4
"NL49551",2020-02-23 10:00:00,7.8,5.6,29.8,1.1,0.11,103.3,NA,NA,NA,NA,2.5,1
"NL49551",2020-02-23 09:00:00,9.5,2.9,19.2,1,0.12,104.8,NA,NA,NA,NA,2.6,0.9
"NL49551",2020-02-23 08:00:00,9.5,-0.2,6.2,0.4,0.09,122.9,NA,NA,NA,NA,1.9,1.4
"NL49551",2020-02-23 07:00:00,18.1,1.3,17.2,0.3,0.31,112.6,NA,NA,NA,NA,2,1.4
"NL49551",2020-02-23 06:00:00,13.2,2.2,5.9,0.1,0.26,114.2,NA,NA,NA,NA,NA,NA
"NL49551",2020-02-23 05:00:00,20.1,0.8,15.8,0.4,0.6,114.5,NA,NA,NA,NA,2.4,1.1
"NL49551",2020-02-23 04:00:00,10.5,2.9,11.3,1,0.28,116.9,NA,NA,NA,NA,2.5,1
"NL49551",2020-02-23 03:00:00,15.1,5,24.1,1,0.39,119.5,NA,NA,NA,NA,2.2,1.2
"NL49551",2020-02-23 02:00:00,14,8.1,25.8,0.9,0.29,120.3,NA,NA,NA,NA,2.3,1.1
"NL49551",2020-02-23 01:00:00,13,11.9,25.1,1,0.35,123.7,NA,NA,NA,NA,1.7,1.4
"NL49551",2020-02-23 00:00:00,12.9,7.1,24.9,0.9,0.31,128.8,NA,NA,NA,NA,2.2,0.9
"NL49551",2020-02-22 23:00:00,12.7,4.6,17,1,0.29,127.9,NA,NA,NA,NA,2.2,1.2
"NL49551",2020-02-22 22:00:00,12.6,7.2,24,0.9,0.26,128.8,NA,NA,NA,NA,2.8,1.2
"NL49551",2020-02-22 21:00:00,16.7,NA,NA,1.3,0.69,129.8,NA,NA,NA,NA,2.2,1
"NL49551",2020-02-22 20:00:00,18.8,22.6,26.5,1.5,0.61,118.6,NA,NA,NA,NA,2.8,0.8
"NL49551",2020-02-22 19:00:00,20,4.3,36.8,1.4,0.3,122.5,NA,NA,NA,NA,2.3,1.2
"NL49551",2020-02-22 18:00:00,17.9,8.1,30.6,1.2,0.24,115.9,NA,NA,NA,NA,1.5,1.5
"NL49551",2020-02-22 17:00:00,18,11.1,29.7,1.2,0.21,119.3,NA,NA,NA,NA,1.6,1.3
"NL49551",2020-02-22 16:00:00,20.7,14.3,31.4,2.4,0.36,128,NA,NA,NA,NA,2.8,0.9
"NL49551",2020-02-22 15:00:00,15,12.1,30.9,2.4,0.3,127.1,NA,NA,NA,NA,2.1,1.1
"NL49551",2020-02-22 14:00:00,8.7,10.8,31.9,1.5,0.13,120.6,NA,NA,NA,NA,2.2,1.2
"NL49551",2020-02-22 13:00:00,7.1,NA,NA,1.8,0.15,118.4,NA,NA,NA,NA,1.9,1.1
"NL49551",2020-02-22 12:00:00,8.7,12,38,1.9,0.2,127.9,NA,NA,NA,NA,2.1,1
"NL49551",2020-02-22 11:00:00,6.4,8.4,32.1,1.2,0.11,117.1,NA,NA,NA,NA,2.7,0.9
"NL49551",2020-02-22 10:00:00,5.8,16.2,41.3,1,0.13,119.3,NA,NA,NA,NA,2,1.3
"NL49551",2020-02-22 09:00:00,6.1,28.7,37.3,0.8,0.14,124.6,NA,NA,NA,NA,2.2,1.2
"NL49551",2020-02-22 08:00:00,7,1.6,30.6,0.9,0.2,132.9,NA,NA,NA,NA,1.8,1.4
"NL49551",2020-02-22 07:00:00,5.9,10.8,34.2,0.8,0.19,129.7,NA,NA,NA,NA,2.4,1.3
"NL49551",2020-02-22 06:00:00,5.3,14.1,30.8,0.7,0.19,129.1,NA,NA,NA,NA,1.7,1.2
"NL49551",2020-02-22 05:00:00,5.2,15.1,25.5,0.5,0.17,124,NA,NA,NA,NA,1.9,1.2
"NL49551",2020-02-22 04:00:00,5.1,13.8,30.2,0.8,0.13,109.3,NA,NA,NA,NA,2.3,1.4
"NL49551",2020-02-22 03:00:00,6.1,13.5,32.6,0.6,0.11,107.7,NA,NA,NA,NA,1.5,1.7
"NL49551",2020-02-22 02:00:00,6.5,14.4,29.7,0.4,0.12,92.9,NA,NA,NA,NA,1.9,1.3
"NL49551",2020-02-22 01:00:00,4.6,25.4,29.4,0.7,0.09,93.7,NA,NA,NA,NA,2.7,0.8
"NL49551",2020-02-22 00:00:00,5.7,4.7,30.4,0.6,0.09,93.2,NA,NA,NA,NA,2.7,1.3
"NL49551",2020-02-21 23:00:00,6.9,9.9,29.2,0.4,0.13,116.2,NA,NA,NA,NA,2.8,1.2
"NL49551",2020-02-21 22:00:00,8.4,11.1,30.7,0.7,0.17,134.9,NA,NA,NA,NA,2.3,1.2
"NL49551",2020-02-21 21:00:00,8,10.3,27.9,0.6,0.17,130.6,NA,NA,NA,NA,2.5,1.4
"NL49551",2020-02-21 20:00:00,7,7.4,24.3,0.6,0.17,128.9,NA,NA,NA,NA,2.5,1
"NL49551",2020-02-21 19:00:00,6.7,5.4,32.5,0.8,0.19,120.6,NA,NA,NA,NA,2.2,1.1
"NL49551",2020-02-21 18:00:00,9.8,NA,NA,0.8,0.18,113.5,NA,NA,NA,NA,2.8,0.7
"NL49551",2020-02-21 17:00:00,12.2,7.4,19.1,1.1,0.25,132.5,NA,NA,NA,NA,2.4,1.4
"NL49551",2020-02-21 16:00:00,14.3,8.7,27,1.5,0.26,133.5,NA,NA,NA,NA,1.9,1.3
"NL49551",2020-02-21 15:00:00,10.4,8.9,26.3,1.7,0.19,105.8,NA,NA,NA,NA,2.1,1.3
"NL49551",2020-02-21 14:00:00,11.8,8.7,24.5,2.3,0.22,112.7,NA,NA,NA,NA,2.4,1.4
"NL49551",2020-02-21 13:00:00,8.4,8.5,22.2,1.8,0.19,115.2,NA,NA,NA,NA,2.4,1.2
"NL49551",2020-02-21 12:00:00,11.4,6.1,22.6,1.8,0.2,117.6,NA,NA,NA,NA,2.5,1.2
"NL49551",2020-02-21 11:00:00,16.5,4.1,26.7,3.4,0.33,125.9,NA,NA,NA,NA,2.9,1.3
"NL49551",2020-02-21 10:00:00,19.7,3.9,29.3,4.9,0.48,139.7,NA,NA,NA,NA,2.5,1.3
"NL49551",2020-02-21 09:00:00,15.6,4,17.7,3.6,0.65,130.7,NA,NA,NA,NA,2.7,1.5
