"station_number","date","NO2","pm25","pm10","NO","FN","CO","O3","C8H10","C7H8","C6H6","SO2","H2S"
"NL49553",2020-02-07 03:00:00,57,14.5,35,2.8,1.67,373.8,NA,NA,NA,NA,2.8,0.8
"NL49553",2020-02-07 02:00:00,68.2,20.1,47.9,14,2.06,491.1,NA,NA,NA,NA,4.5,1.4
"NL49553",2020-02-07 01:00:00,71,21.3,42.4,19.8,2.49,423.6,NA,NA,NA,NA,3.6,1.3
"NL49553",2020-02-07 00:00:00,42,12.8,30,0.8,1.35,287.8,NA,NA,NA,NA,1.4,1.4
"NL49553",2020-02-06 23:00:00,13.6,9.7,24.3,0.2,0.6,204.1,NA,NA,NA,NA,1.4,0.5
"NL49553",2020-02-06 22:00:00,7,9.9,28.1,-0.2,0.46,190.1,NA,NA,NA,NA,1.3,0.5
"NL49553",2020-02-06 21:00:00,8.4,11.6,22.7,-0.1,0.51,217.6,NA,NA,NA,NA,1.8,0.6
"NL49553",2020-02-06 20:00:00,12.6,10.6,25.6,0,0.64,234.8,NA,NA,NA,NA,1.4,0.8
"NL49553",2020-02-06 19:00:00,11.8,9.2,27.1,0,0.59,231.1,NA,NA,NA,NA,1.5,0.6
"NL49553",2020-02-06 18:00:00,8.7,10.7,25.7,0,0.4,182.8,NA,NA,NA,NA,1.6,0.5
"NL49553",2020-02-06 17:00:00,8.5,11.4,26.9,-0.2,0.39,193.8,NA,NA,NA,NA,1.4,0.2
"NL49553",2020-02-06 16:00:00,10.3,11.1,30.1,0.3,0.44,200.1,NA,NA,NA,NA,0,1.1
"NL49553",2020-02-06 15:00:00,9.5,13.3,28.7,0.8,0.48,187.1,NA,NA,NA,NA,1.2,0.6
"NL49553",2020-02-06 14:00:00,11.4,14.1,29.8,1.6,0.6,363.2,NA,NA,NA,NA,2,0.7
"NL49553",2020-02-06 13:00:00,13.5,11.8,26.6,2.6,0.54,194.8,NA,NA,NA,NA,1.7,1
"NL49553",2020-02-06 12:00:00,10.1,11.4,30.6,1.4,0.63,210.8,NA,NA,NA,NA,1.6,0.7
"NL49553",2020-02-06 11:00:00,12.8,12.2,35.5,1.5,0.64,219.8,NA,NA,NA,NA,1.1,0.8
"NL49553",2020-02-06 10:00:00,14.4,11.7,34.9,1.2,0.82,258.3,NA,NA,NA,NA,1.5,0.7
"NL49553",2020-02-06 09:00:00,14.1,10.8,31.1,0.9,0.72,244.4,NA,NA,NA,NA,1.3,0.3
"NL49553",2020-02-06 08:00:00,17.6,11.6,35.7,0.4,0.62,234.8,NA,NA,NA,NA,1,0.8
"NL49553",2020-02-06 07:00:00,18.8,12.9,38.9,0.1,0.73,236.5,NA,NA,NA,NA,2.3,0.4
"NL49553",2020-02-06 06:00:00,NA,16.2,29.9,NA,0.47,214.5,NA,NA,NA,NA,2.2,0.6
"NL49553",2020-02-06 05:00:00,NA,8.8,27.9,0,0.49,214.3,NA,NA,NA,NA,1.4,0.6
"NL49553",2020-02-06 04:00:00,NA,9.5,31.4,-0.1,0.44,211.4,NA,NA,NA,NA,0.5,0.8
"NL49553",2020-02-06 03:00:00,NA,8.2,24.5,-0.1,0.39,205.2,NA,NA,NA,NA,1.2,0.5
"NL49553",2020-02-06 02:00:00,NA,3.8,21.1,0,0.23,193.4,NA,NA,NA,NA,1.4,0.4
"NL49553",2020-02-06 01:00:00,NA,2.8,13.9,-0.2,0.2,189.5,NA,NA,NA,NA,1,0.8
"NL49553",2020-02-06 00:00:00,NA,3.3,19.1,0,0.16,186.9,NA,NA,NA,NA,0.6,0.7
"NL49553",2020-02-05 23:00:00,NA,4.7,23.2,-0.1,0.17,189.3,NA,NA,NA,NA,1,0.7
"NL49553",2020-02-05 22:00:00,NA,5.3,19,0.1,0.13,192.4,NA,NA,NA,NA,1.1,0.9
"NL49553",2020-02-05 21:00:00,NA,2,17.9,0.1,0.08,193.6,NA,NA,NA,NA,0.4,1
"NL49553",2020-02-05 20:00:00,NA,3.8,15.3,0,0.18,200.2,NA,NA,NA,NA,1.3,0.6
"NL49553",2020-02-05 19:00:00,NA,5.7,22.2,0.2,0.25,225.3,NA,NA,NA,NA,0.7,0.7
"NL49553",2020-02-05 18:00:00,NA,6.3,18.9,0.1,0.21,194.5,NA,NA,NA,NA,0.5,1
"NL49553",2020-02-05 17:00:00,NA,7.2,29,0.2,0.16,200.2,NA,NA,NA,NA,0.9,0.8
"NL49553",2020-02-05 16:00:00,NA,4.7,27.1,0.1,0.13,192.6,NA,NA,NA,NA,1.8,0.5
"NL49553",2020-02-05 15:00:00,NA,5.6,21.8,0.1,0.12,184.5,NA,NA,NA,NA,0.5,0.4
"NL49553",2020-02-05 14:00:00,NA,6.9,22.4,0.2,0.08,171,NA,NA,NA,NA,0.1,0.8
"NL49553",2020-02-05 13:00:00,NA,5.5,27.7,0.6,0.12,218.9,NA,NA,NA,NA,1.3,0.6
"NL49553",2020-02-05 12:00:00,NA,5.5,23,0.3,0.08,171.4,NA,NA,NA,NA,0.2,0.7
"NL49553",2020-02-05 11:00:00,NA,5.7,25,0.4,0.07,185.4,NA,NA,NA,NA,1.1,0.6
"NL49553",2020-02-05 10:00:00,NA,6.5,27.7,0.4,0.11,188.7,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-05 09:00:00,NA,5.6,29.5,0.4,0.13,196.7,NA,NA,NA,NA,0.6,0.6
"NL49553",2020-02-05 08:00:00,7.1,4.3,25.6,0.1,0.07,178.8,NA,NA,NA,NA,1.5,0.6
"NL49553",2020-02-05 07:00:00,36.9,5.3,18.9,2.8,0.31,368,NA,NA,NA,NA,2,0.3
"NL49553",2020-02-05 06:00:00,10.2,5.4,16.5,0.1,0.11,185.6,NA,NA,NA,NA,0.9,0.8
"NL49553",2020-02-05 05:00:00,3.1,7.4,26.3,-0.2,0.04,144.6,NA,NA,NA,NA,1.3,0.4
"NL49553",2020-02-05 04:00:00,2.3,5.8,20.3,0.1,0.03,144.4,NA,NA,NA,NA,0.3,0.5
"NL49553",2020-02-05 03:00:00,2.6,3.9,22.5,-0.5,0.04,141.3,NA,NA,NA,NA,0.3,0.3
"NL49553",2020-02-05 02:00:00,1.8,5,27.1,-0.6,0.04,141.1,NA,NA,NA,NA,0.7,0.4
"NL49553",2020-02-05 01:00:00,2,3.6,18.5,-0.3,0.04,143.5,NA,NA,NA,NA,1,0.5
"NL49553",2020-02-05 00:00:00,2.1,1.6,23.6,-0.5,0.06,141,NA,NA,NA,NA,0.6,0.6
"NL49553",2020-02-04 23:00:00,2.2,-0.4,24.9,-0.3,0.05,143.8,NA,NA,NA,NA,0.5,0.2
"NL49553",2020-02-04 22:00:00,2.8,1.5,26.8,-0.4,0.05,145.6,NA,NA,NA,NA,0.9,0.4
"NL49553",2020-02-04 21:00:00,2,5,33.7,-0.5,0.04,143.7,NA,NA,NA,NA,1.4,0.1
"NL49553",2020-02-04 20:00:00,3.9,5.5,31.6,-0.1,0.08,142,NA,NA,NA,NA,0.6,0.6
"NL49553",2020-02-04 19:00:00,7,4.9,23.7,-0.5,0.19,155.2,NA,NA,NA,NA,1.2,0.3
"NL49553",2020-02-04 18:00:00,6,3.9,11.3,-0.2,0.14,158.3,NA,NA,NA,NA,0.9,0.4
"NL49553",2020-02-04 17:00:00,5.3,5.8,14.9,0.3,0.1,154.8,NA,NA,NA,NA,0.9,0.5
"NL49553",2020-02-04 16:00:00,1.7,9.1,30.8,NA,NA,NA,NA,NA,NA,NA,0.3,0.6
"NL49553",2020-02-17 00:00:00,NA,11.4,38,NA,0.09,171.1,NA,NA,NA,NA,0.4,0.7
"NL49553",2020-02-16 23:00:00,NA,11.4,29.7,NA,0.12,178.7,NA,NA,NA,NA,0.9,0.4
"NL49553",2020-02-16 22:00:00,NA,9.3,26.5,NA,0.29,180.5,NA,NA,NA,NA,1.2,0.3
"NL49553",2020-02-16 21:00:00,NA,6.8,21.4,NA,0.23,183.1,NA,NA,NA,NA,1.7,0.3
"NL49553",2020-02-16 20:00:00,NA,5.7,26.8,NA,0.23,181.6,NA,NA,NA,NA,0.7,0.3
"NL49553",2020-02-16 19:00:00,NA,2.7,19.6,NA,0.23,178.6,NA,NA,NA,NA,0.8,0.7
"NL49553",2020-02-16 18:00:00,NA,2,21.7,NA,0.24,163.2,NA,NA,NA,NA,1.1,0.6
"NL49553",2020-02-16 17:00:00,NA,0.9,21.8,NA,0.16,160.3,NA,NA,NA,NA,1,0.6
"NL49553",2020-02-16 16:00:00,NA,2.7,6.9,NA,0.09,151.5,NA,NA,NA,NA,0.8,1
"NL49553",2020-02-16 15:00:00,NA,4.6,6.2,NA,0.13,158.7,NA,NA,NA,NA,2,0.7
"NL49553",2020-02-16 14:00:00,NA,1.3,18.9,NA,0.36,461.5,NA,NA,NA,NA,5.4,1.5
"NL49553",2020-02-16 13:00:00,NA,5.7,12.5,NA,0.33,225.3,NA,NA,NA,NA,4.2,0.8
"NL49553",2020-02-16 12:00:00,NA,12.4,19.5,NA,0.69,828.6,NA,NA,NA,NA,13.2,2.5
"NL49553",2020-02-16 11:00:00,NA,12,22.1,NA,0.79,593.4,NA,NA,NA,NA,11.6,4.1
"NL49553",2020-02-16 10:00:00,NA,16,31,NA,0.99,1075.1,NA,NA,NA,NA,15.7,2.1
"NL49553",2020-02-16 09:00:00,NA,15.5,27.6,NA,0.69,1000,NA,NA,NA,NA,22.1,1.9
"NL49553",2020-02-16 08:00:00,NA,20.3,22.8,NA,0.78,1153.4,NA,NA,NA,NA,24.9,3.1
"NL49553",2020-02-16 07:00:00,NA,14.5,34.7,NA,0.87,1057,NA,NA,NA,NA,35.7,2.2
"NL49553",2020-02-16 06:00:00,NA,16.4,37,NA,0.93,1250.7,NA,NA,NA,NA,43.3,3.7
"NL49553",2020-02-16 05:00:00,NA,18.7,30,NA,1.01,1394.3,NA,NA,NA,NA,34.2,0.8
"NL49553",2020-02-16 04:00:00,NA,19.1,36.6,NA,1.13,1433.5,NA,NA,NA,NA,37.2,6.1
"NL49553",2020-02-16 03:00:00,NA,19.3,43.3,NA,1.4,1163.9,NA,NA,NA,NA,39.3,2.1
"NL49553",2020-02-16 02:00:00,NA,25.9,48.7,NA,1.1,1240,NA,NA,NA,NA,45.3,2.8
"NL49553",2020-02-16 01:00:00,NA,16.7,31.2,NA,0.95,1041.7,NA,NA,NA,NA,43.2,2.8
"NL49553",2020-02-16 00:00:00,NA,19.7,30.6,NA,0.9,1012.5,NA,NA,NA,NA,29.2,2.2
"NL49553",2020-02-15 23:00:00,NA,15.4,39.1,NA,0.97,775.3,NA,NA,NA,NA,27,2.2
"NL49553",2020-02-15 22:00:00,NA,27.3,119.2,NA,3.2,959.5,NA,NA,NA,NA,33.6,2.1
"NL49553",2020-02-15 21:00:00,NA,21,40.2,NA,1.51,1168.3,NA,NA,NA,NA,42.7,3.1
"NL49553",2020-02-15 20:00:00,NA,18.6,43.1,NA,1.32,1413.3,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-15 19:00:00,NA,8.8,24.3,NA,0.86,1130.4,NA,NA,NA,NA,22.4,2.2
"NL49553",2020-02-15 18:00:00,39,21.3,43.4,7.8,1.76,1734.1,NA,NA,NA,NA,39,3.1
"NL49553",2020-02-15 17:00:00,46.5,23.1,41.4,17.8,1.78,1580.2,NA,NA,NA,NA,39.9,5.8
"NL49553",2020-02-15 16:00:00,55.8,23.7,56.6,32.4,1.81,1543.1,NA,NA,NA,NA,42.6,5.8
"NL49553",2020-02-15 15:00:00,49.5,27.4,52.7,25.7,1.86,1839.6,NA,NA,NA,NA,40.8,5.3
"NL49553",2020-02-15 14:00:00,35.1,20.2,41.7,9.7,1.4,1567.2,NA,NA,NA,NA,39.7,4.2
"NL49553",2020-02-15 13:00:00,34.6,20.3,45.6,11.1,1.31,1663.7,NA,NA,NA,NA,37.2,3.6
"NL49553",2020-02-15 12:00:00,33.1,18.8,44.5,11.2,1.28,1312.9,NA,NA,NA,NA,29.3,2.2
"NL49553",2020-02-15 11:00:00,27.7,12.8,29.3,7.2,1.05,1235.2,NA,NA,NA,NA,30.6,1.8
"NL49553",2020-02-15 10:00:00,40.8,23.5,44.6,12.4,1.55,1651.9,NA,NA,NA,NA,30.4,1.6
"NL49553",2020-02-15 09:00:00,29.7,18.2,39.1,3,0.97,925.4,NA,NA,NA,NA,21.2,2
"NL49553",2020-02-15 08:00:00,34.4,21.5,39.3,7.5,1.14,1376,NA,NA,NA,NA,26.5,2.5
"NL49553",2020-02-15 07:00:00,63.1,22.5,45,52.5,1.34,1849.8,NA,NA,NA,NA,42.9,3.1
"NL49553",2020-02-15 06:00:00,62.1,29,56.5,47.2,1.93,1828.3,NA,NA,NA,NA,44.1,7
"NL49553",2020-02-15 05:00:00,57.8,31.9,61.2,35.9,2.27,2007.5,NA,NA,NA,NA,42.2,3.6
"NL49553",2020-02-15 04:00:00,62.8,36,63.1,59.8,1.99,1655.4,NA,NA,NA,NA,53.8,5.4
"NL49553",2020-02-15 03:00:00,62.1,34.2,56.7,70.2,1.69,1605.5,NA,NA,NA,NA,53.5,3.7
"NL49553",2020-02-15 02:00:00,59.1,41.1,68.9,46.9,2.34,2064.9,NA,NA,NA,NA,37.7,2.2
"NL49553",2020-02-15 01:00:00,61.7,25.8,47.2,56.3,1.37,1116.9,NA,NA,NA,NA,47.3,3.8
"NL49553",2020-02-15 00:00:00,58.1,17.4,37,44.3,1.26,793.3,NA,NA,NA,NA,42.5,2.9
"NL49553",2020-02-14 23:00:00,67.4,28,48.5,64.5,1.59,1231.9,NA,NA,NA,NA,42.6,2.6
"NL49553",2020-02-14 22:00:00,67.7,24.2,50.3,55.9,1.46,1171.3,NA,NA,NA,NA,50.3,10.9
"NL49553",2020-02-14 21:00:00,65.4,19.7,42.4,49.2,0.95,881.8,NA,NA,NA,NA,38.8,2.5
"NL49553",2020-02-14 20:00:00,63.5,17.1,38.9,43.5,1.23,920.1,NA,NA,NA,NA,36.6,4.4
"NL49553",2020-02-14 19:00:00,55.1,26.9,57,14.6,2.34,1839.3,NA,NA,NA,NA,26.7,3.7
"NL49553",2020-02-14 18:00:00,63.9,24,52.3,47.7,1.9,1297.3,NA,NA,NA,NA,48.9,9.6
"NL49553",2020-02-14 17:00:00,56.1,24.6,40.5,39.1,1.7,1142.4,NA,NA,NA,NA,35.8,7
"NL49553",2020-02-14 16:00:00,46.2,11.3,28.3,20.4,1.33,594.9,NA,NA,NA,NA,25.8,7.9
"NL49553",2020-02-14 15:00:00,20.5,5.9,23.6,4,0.64,211.2,NA,NA,NA,NA,7,2.1
"NL49553",2020-02-14 14:00:00,17.5,8.4,20,2.8,0.61,215.8,NA,NA,NA,NA,8.3,1.7
"NL49553",2020-02-14 13:00:00,14.6,6.1,17.6,2.7,0.52,191.9,NA,NA,NA,NA,6.4,3.8
"NL49553",2020-02-14 12:00:00,4.4,1.5,15.4,0.4,0.11,187.7,NA,NA,NA,NA,0.7,1.1
"NL49553",2020-02-14 11:00:00,5,2,16.1,0.2,0.12,205.2,NA,NA,NA,NA,2,0.8
"NL49553",2020-02-14 10:00:00,8.3,1.7,15.8,0.8,0.28,257.3,NA,NA,NA,NA,1.5,0.3
"NL49553",2020-02-14 09:00:00,6.7,1.9,16.5,0.1,0.13,196.7,NA,NA,NA,NA,0.6,1
"NL49553",2020-02-14 08:00:00,5.2,4,20,-0.2,0.11,199,NA,NA,NA,NA,1.1,0.9
"NL49553",2020-02-14 07:00:00,4.2,6,17,-0.1,0.09,193.1,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-14 06:00:00,4.2,3,23.7,-0.5,0.11,198.1,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-14 05:00:00,4.4,3.5,19.2,-0.4,0.1,205.7,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-14 04:00:00,4.4,4.3,19.7,-0.4,0.11,196.9,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-14 03:00:00,4.9,2.7,13.8,-0.3,0.08,195.9,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-14 02:00:00,3.9,3.7,12.6,-0.3,0.08,177.3,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-14 01:00:00,6.6,3.9,20,-0.2,0.18,192.6,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-14 00:00:00,6.5,5.6,18.7,-0.6,0.16,187.8,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-13 23:00:00,8.7,6.8,19.5,-0.3,0.24,193,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-13 22:00:00,6.5,5.4,25,-0.3,0.24,189.7,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-13 21:00:00,8.5,6.3,19.2,-0.3,0.2,187.8,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-13 20:00:00,11.9,7.7,20,-0.1,0.36,198.2,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-13 19:00:00,15.5,10.7,25.8,0.2,0.28,206.5,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-13 18:00:00,18.2,12.4,29.8,0.4,0.4,204.9,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-13 17:00:00,20.9,10.3,24.6,0.7,0.76,220.8,NA,NA,NA,NA,6.3,3.2
"NL49553",2020-02-13 16:00:00,16.8,9.8,18.8,1.4,0.59,223.6,NA,NA,NA,NA,6,3.6
"NL49553",2020-02-13 15:00:00,43.2,16.4,26.6,15.5,0.98,1136,NA,NA,NA,NA,22,5.1
"NL49553",2020-02-13 14:00:00,34.1,9.8,24.4,13.3,0.87,377.9,NA,NA,NA,NA,15.4,3
"NL49553",2020-02-13 13:00:00,29.8,3.2,26.1,19,1.1,434,NA,NA,NA,NA,13.5,4.3
"NL49553",2020-02-13 12:00:00,39.8,1.9,8.6,10.5,1.14,1055.9,NA,NA,NA,NA,6.9,1
"NL49553",2020-02-13 11:00:00,40.2,4.9,7.3,6.5,0.52,646.5,NA,NA,NA,NA,3.8,2.1
"NL49553",2020-02-13 10:00:00,34,4.3,8.6,5.1,0.51,680.5,NA,NA,NA,NA,3.4,1.6
"NL49553",2020-02-13 09:00:00,27.5,4.5,11.5,3.2,0.45,457.5,NA,NA,NA,NA,3.9,1
"NL49553",2020-02-13 08:00:00,48.5,5.4,13.4,10.5,0.84,763.5,NA,NA,NA,NA,7.9,1.8
"NL49553",2020-02-13 07:00:00,48.8,5.3,14.2,11.6,1,583,NA,NA,NA,NA,9.3,1.3
"NL49553",2020-02-13 06:00:00,40.6,9.7,16.7,7.4,0.77,492.9,NA,NA,NA,NA,8.2,0.9
"NL49553",2020-02-13 05:00:00,47.3,13.4,24.5,10.3,1.07,563,NA,NA,NA,NA,13.4,1.6
"NL49553",2020-02-13 04:00:00,37.7,13.3,27.2,3.2,1.07,292.2,NA,NA,NA,NA,11.1,1.4
"NL49553",2020-02-13 03:00:00,33.3,15.9,27.1,2.1,0.81,356.4,NA,NA,NA,NA,10.7,1.1
"NL49553",2020-02-13 02:00:00,59.3,24.4,63.5,60,1.7,1138,NA,NA,NA,NA,33.2,3.3
"NL49553",2020-02-13 01:00:00,69.2,31.5,77.2,97.1,2.49,1781.4,NA,NA,NA,NA,36.1,4.2
"NL49553",2020-02-13 00:00:00,28.2,7.4,48.5,16.7,0.73,374.4,NA,NA,NA,NA,7.7,1.3
"NL49553",2020-02-12 23:00:00,7.9,7.5,40,0.3,0.25,174.1,NA,NA,NA,NA,0.8,0.6
"NL49553",2020-02-12 22:00:00,4.8,6.6,32.3,0.6,0.17,176.5,NA,NA,NA,NA,1.4,0.3
"NL49553",2020-02-12 21:00:00,6,6.4,33.7,0.6,0.22,186,NA,NA,NA,NA,0.9,0.6
"NL49553",2020-02-12 20:00:00,8.2,6.7,25.4,0.8,0.25,191.2,NA,NA,NA,NA,0.9,0.6
"NL49553",2020-02-12 19:00:00,5.2,7,30.3,0.7,0.24,187.6,NA,NA,NA,NA,0.8,0.6
"NL49553",2020-02-12 18:00:00,6,5.8,29.4,1.1,0.24,188,NA,NA,NA,NA,0.9,0.5
"NL49553",2020-02-12 17:00:00,6,4.9,32.1,0.9,0.27,181.9,NA,NA,NA,NA,0.9,0.7
"NL49553",2020-02-12 16:00:00,4.1,7.8,34.5,0.5,0.18,167.1,NA,NA,NA,NA,1.5,0.4
"NL49553",2020-02-12 15:00:00,4.4,8,42.5,1.1,0.17,177.9,NA,NA,NA,NA,1.3,0.5
"NL49553",2020-02-12 14:00:00,3.6,9.3,36.7,0.9,0.23,196.9,NA,NA,NA,NA,1.3,0.3
"NL49553",2020-02-12 13:00:00,3.3,9.8,38.3,1.1,0.2,197.8,NA,NA,NA,NA,0.9,0.5
"NL49553",2020-02-12 12:00:00,2.7,8.3,35.2,0.7,0.15,194.2,NA,NA,NA,NA,1.3,0.3
"NL49553",2020-02-12 11:00:00,2.7,9.2,39,0.7,0.18,200.4,NA,NA,NA,NA,0.2,1.1
"NL49553",2020-02-12 10:00:00,2.1,8.7,33.9,0.9,0.16,196.5,NA,NA,NA,NA,1,0.6
"NL49553",2020-02-12 09:00:00,2.1,8.8,36.6,0.8,0.15,196.4,NA,NA,NA,NA,0.9,0.3
"NL49553",2020-02-12 08:00:00,2,11.3,32.7,0.4,0.12,201.2,NA,NA,NA,NA,0.4,0.6
"NL49553",2020-02-12 07:00:00,2.5,11.7,32.4,0.3,0.12,199.2,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-12 06:00:00,2.1,10.3,30.9,0.6,0.13,190.4,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-12 05:00:00,1.4,8.5,29.7,0.3,0.2,190.1,NA,NA,NA,NA,0.7,NA
"NL49553",2020-02-12 04:00:00,1.2,7.4,34.9,0.4,0.12,193.4,NA,NA,NA,NA,1.5,NA
"NL49553",2020-02-12 03:00:00,1.2,8.8,32.1,0.4,0.09,182.7,NA,NA,NA,NA,0.5,NA
"NL49553",2020-02-12 02:00:00,2.4,9.3,31.6,0.5,0.08,186,NA,NA,NA,NA,0.5,NA
"NL49553",2020-02-12 01:00:00,1.1,9.9,31.4,0.5,0.08,192.6,NA,NA,NA,NA,1,NA
"NL49553",2020-02-12 00:00:00,1.3,13.1,35.6,0.4,0.1,183,NA,NA,NA,NA,0.8,NA
"NL49553",2020-02-11 23:00:00,1.3,12,40.1,0.4,0.1,186.7,NA,NA,NA,NA,0.5,NA
"NL49553",2020-02-11 22:00:00,1.9,11.2,37,0.2,0.1,192.4,NA,NA,NA,NA,0.7,NA
"NL49553",2020-02-11 21:00:00,2.9,12.2,35.9,0.5,0.13,193.4,NA,NA,NA,NA,0.8,NA
"NL49553",2020-02-11 20:00:00,2.3,11.4,33.7,0.5,0.16,193.8,NA,NA,NA,NA,0.7,NA
"NL49553",2020-02-11 19:00:00,3.4,11.7,30.1,0.3,0.16,188.8,NA,NA,NA,NA,1.1,NA
"NL49553",2020-02-11 18:00:00,3.8,9.9,32.2,0.8,0.15,189.9,NA,NA,NA,NA,0.8,NA
"NL49553",2020-02-11 17:00:00,2.6,10.6,31.5,0.4,0.15,189,NA,NA,NA,NA,1.2,NA
"NL49553",2020-02-11 16:00:00,2.5,11.3,37.2,0.8,0.14,179.5,NA,NA,NA,NA,NA,NA
"NL49553",2020-02-11 15:00:00,2.6,10.3,36,1.1,0.1,184.3,NA,NA,NA,NA,0.7,0.5
"NL49553",2020-02-11 14:00:00,2.3,11.1,36.2,0.2,0.11,185.3,NA,NA,NA,NA,0.8,0.7
"NL49553",2020-02-11 13:00:00,2.3,11.7,37.6,0.4,0.12,NA,NA,NA,NA,NA,0.4,0.6
"NL49553",2020-02-11 12:00:00,1.4,11.6,38.3,0.5,0.12,NA,NA,NA,NA,NA,0.7,0.7
"NL49553",2020-02-11 11:00:00,1.4,13,40.9,0.2,0.01,NA,NA,NA,NA,NA,0.5,0.7
"NL49553",2020-02-11 10:00:00,1.4,13.2,37.4,0.2,0.05,NA,NA,NA,NA,NA,0.4,0.8
"NL49553",2020-02-11 09:00:00,1,11.2,37.5,0.3,0.09,NA,NA,NA,NA,NA,0.9,0.5
"NL49553",2020-02-11 08:00:00,1.1,13,35.5,0,0.04,NA,NA,NA,NA,NA,1.2,0.4
"NL49553",2020-02-11 07:00:00,0.7,13.9,33.8,0.1,0.04,NA,NA,NA,NA,NA,0.4,0.8
"NL49553",2020-02-11 06:00:00,1.3,13.7,35.4,0,0.03,NA,NA,NA,NA,NA,0.5,0.7
"NL49553",2020-02-11 05:00:00,0.6,13.3,25.8,NA,NA,NA,NA,NA,NA,NA,0.4,0.8
"NL49553",2020-02-24 00:00:00,3.4,8.5,33.3,-0.1,0.15,190.5,NA,NA,NA,NA,0.4,NA
"NL49553",2020-02-23 23:00:00,2.8,5.6,28.4,-0.1,0.11,184.2,NA,NA,NA,NA,0.7,NA
"NL49553",2020-02-23 22:00:00,2.7,6,30.8,0,0.13,196.3,NA,NA,NA,NA,0.7,NA
"NL49553",2020-02-23 21:00:00,2.1,8.6,27,-0.4,0.1,179.6,NA,NA,NA,NA,0.4,NA
"NL49553",2020-02-23 20:00:00,1.7,7.9,24,0,0.09,182.3,NA,NA,NA,NA,0.4,NA
"NL49553",2020-02-23 19:00:00,2.2,7.4,16.5,0,0.17,185.1,NA,NA,NA,NA,0.3,NA
"NL49553",2020-02-23 18:00:00,1.9,7.2,17.4,-0.1,0.13,192.8,NA,NA,NA,NA,0,NA
"NL49553",2020-02-23 17:00:00,1.6,4.8,23,0,0.07,183.2,NA,NA,NA,NA,1.2,NA
"NL49553",2020-02-23 16:00:00,4,6.1,17.5,0,0.09,193.3,NA,NA,NA,NA,0.8,NA
"NL49553",2020-02-23 15:00:00,3.9,7.9,23.3,0.6,0.12,190.5,NA,NA,NA,NA,1.4,NA
"NL49553",2020-02-23 14:00:00,3.2,7.6,23,0.6,0.09,185,NA,NA,NA,NA,0.7,NA
"NL49553",2020-02-23 13:00:00,6,9.6,30.8,0.6,0.18,171.8,NA,NA,NA,NA,0.3,NA
"NL49553",2020-02-23 12:00:00,6.1,12.1,31.3,0.9,0.09,181.6,NA,NA,NA,NA,-0.1,NA
"NL49553",2020-02-23 11:00:00,5.6,8,29.3,0.5,0.08,165.7,NA,NA,NA,NA,0.6,NA
"NL49553",2020-02-23 10:00:00,5.6,4.3,28.3,0.5,0.07,188.7,NA,NA,NA,NA,0.5,NA
"NL49553",2020-02-23 09:00:00,15.9,9.7,22.8,4.7,0.33,422.7,NA,NA,NA,NA,2.7,NA
"NL49553",2020-02-23 08:00:00,42.8,11.1,25.1,15,0.96,726.7,NA,NA,NA,NA,5.5,NA
"NL49553",2020-02-23 07:00:00,6.2,8.7,21,0.1,0.12,186.9,NA,NA,NA,NA,0.6,NA
"NL49553",2020-02-23 06:00:00,8.6,7,23.6,0,0.2,192.2,NA,NA,NA,NA,0.9,NA
"NL49553",2020-02-23 05:00:00,4,5.9,31.1,0,0.11,193.7,NA,NA,NA,NA,0.2,NA
"NL49553",2020-02-23 04:00:00,5.2,6.4,30.9,0,0.13,187.1,NA,NA,NA,NA,0.8,NA
"NL49553",2020-02-23 03:00:00,5,8.4,31.5,0,0.15,189.3,NA,NA,NA,NA,0.7,NA
"NL49553",2020-02-23 02:00:00,10.6,13,43,-0.1,0.18,186.9,NA,NA,NA,NA,0.7,NA
"NL49553",2020-02-23 01:00:00,7.9,15.3,36.6,0,0.18,186.5,NA,NA,NA,NA,1.4,NA
"NL49553",2020-02-23 00:00:00,5.6,12.7,39.7,0,0.16,160,NA,NA,NA,NA,0.8,NA
"NL49553",2020-02-22 23:00:00,5.2,11,24.4,0.2,0.17,157.4,NA,NA,NA,NA,0.8,NA
"NL49553",2020-02-22 22:00:00,5.6,9.9,33.5,0.1,0.21,159.1,NA,NA,NA,NA,0.3,NA
